cluster1	cluster2	clusterNew	distance	size
0.0	27.0	99.0	0.0	2.0
3.0	21.0	100.0	0.0	2.0
4.0	59.0	101.0	0.0	2.0
5.0	69.0	102.0	0.0	2.0
6.0	95.0	103.0	0.0	2.0
8.0	18.0	104.0	0.0	2.0
9.0	76.0	105.0	0.0	2.0
10.0	15.0	106.0	0.0	2.0
11.0	20.0	107.0	0.0	2.0
12.0	85.0	108.0	0.0	2.0
13.0	45.0	109.0	0.0	2.0
14.0	63.0	110.0	0.0	2.0
16.0	92.0	111.0	0.0	2.0
19.0	34.0	112.0	0.0	2.0
22.0	28.0	113.0	0.0	2.0
23.0	25.0	114.0	0.0	2.0
24.0	52.0	115.0	0.0	2.0
26.0	72.0	116.0	0.0	2.0
30.0	44.0	117.0	0.0	2.0
31.0	37.0	118.0	0.0	2.0
32.0	40.0	119.0	0.0	2.0
38.0	79.0	120.0	0.0	2.0
42.0	67.0	121.0	0.0	2.0
43.0	60.0	122.0	0.0	2.0
47.0	94.0	123.0	0.0	2.0
53.0	80.0	124.0	0.0	2.0
55.0	58.0	125.0	0.0	2.0
56.0	118.0	126.0	0.0	3.0
61.0	83.0	127.0	0.0	2.0
62.0	82.0	128.0	0.0	2.0
64.0	101.0	129.0	0.0	3.0
66.0	122.0	130.0	0.0	3.0
68.0	104.0	131.0	0.0	3.0
70.0	89.0	132.0	0.0	2.0
75.0	93.0	133.0	0.0	2.0
77.0	100.0	134.0	0.0	3.0
90.0	119.0	135.0	0.0	3.0
91.0	99.0	136.0	0.0	3.0
106.0	121.0	137.0	0.0	4.0
109.0	123.0	138.0	0.0	4.0
113.0	128.0	139.0	0.0	4.0
114.0	120.0	140.0	0.0	4.0
115.0	134.0	141.0	0.0	5.0
127.0	136.0	142.0	0.0	5.0
2.0	50.0	143.0	1.0	2.0
17.0	141.0	144.0	1.0	6.0
33.0	48.0	145.0	1.0	2.0
35.0	108.0	146.0	1.0	3.0
36.0	129.0	147.0	1.0	4.0
39.0	73.0	148.0	1.0	2.0
51.0	88.0	149.0	1.0	2.0
78.0	97.0	150.0	1.0	2.0
87.0	102.0	151.0	1.0	3.0
103.0	110.0	152.0	1.0	4.0
116.0	142.0	153.0	1.0	7.0
117.0	131.0	154.0	1.0	5.0
125.0	126.0	155.0	1.0	5.0
130.0	135.0	156.0	1.0	6.0
140.0	155.0	157.0	1.4	9.0
54.0	149.0	158.0	1.5	3.0
132.0	145.0	159.0	1.5	4.0
138.0	152.0	160.0	1.5	8.0
137.0	146.0	161.0	1.6667	7.0
143.0	144.0	162.0	1.6667	8.0
147.0	156.0	163.0	1.75	10.0
1.0	81.0	164.0	2.0	2.0
57.0	98.0	165.0	2.0	2.0
96.0	139.0	166.0	2.0	5.0
150.0	159.0	167.0	2.25	6.0
107.0	148.0	168.0	2.5	4.0
154.0	163.0	169.0	2.6	15.0
157.0	166.0	170.0	2.6222	14.0
124.0	151.0	171.0	2.6667	5.0
41.0	46.0	172.0	3.0	2.0
49.0	162.0	173.0	3.75	9.0
74.0	167.0	174.0	4.0	7.0
164.0	165.0	175.0	4.0	4.0
160.0	169.0	176.0	4.4167	23.0
71.0	84.0	177.0	5.0	2.0
133.0	171.0	178.0	5.4	7.0
111.0	170.0	179.0	5.7143	16.0
112.0	158.0	180.0	6.0	5.0
161.0	176.0	181.0	6.1553	30.0
168.0	175.0	182.0	6.25	8.0
153.0	173.0	183.0	7.619	16.0
174.0	178.0	184.0	7.7143	14.0
172.0	179.0	185.0	9.5	18.0
29.0	180.0	186.0	10.6	6.0
65.0	86.0	187.0	12.0	2.0
181.0	182.0	188.0	14.6917	38.0
183.0	185.0	189.0	17.0556	34.0
184.0	188.0	190.0	19.812	52.0
105.0	186.0	191.0	25.8333	8.0
177.0	189.0	192.0	30.4706	36.0
7.0	187.0	193.0	36.0	3.0
190.0	191.0	194.0	39.4327	60.0
192.0	194.0	195.0	48.1722	96.0
193.0	195.0	196.0	122.6146	99.0
