cluster1	cluster2	clusterNew	distance	size
0.0	28.0	99.0	0.0	2.0
3.0	25.0	100.0	0.0	2.0
7.0	49.0	101.0	0.0	2.0
13.0	83.0	102.0	0.0	2.0
16.0	81.0	103.0	0.0	2.0
17.0	47.0	104.0	0.0	2.0
18.0	68.0	105.0	0.0	2.0
19.0	31.0	106.0	0.0	2.0
24.0	39.0	107.0	0.0	2.0
29.0	34.0	108.0	0.0	2.0
38.0	100.0	109.0	0.0	3.0
41.0	106.0	110.0	0.0	3.0
42.0	51.0	111.0	0.0	2.0
43.0	61.0	112.0	0.0	2.0
45.0	48.0	113.0	0.0	2.0
52.0	64.0	114.0	0.0	2.0
53.0	70.0	115.0	0.0	2.0
55.0	58.0	116.0	0.0	2.0
62.0	72.0	117.0	0.0	2.0
65.0	79.0	118.0	0.0	2.0
84.0	86.0	119.0	0.0	2.0
88.0	93.0	120.0	0.0	2.0
91.0	108.0	121.0	0.0	3.0
96.0	114.0	122.0	0.0	3.0
98.0	107.0	123.0	0.0	3.0
111.0	123.0	124.0	0.0	5.0
117.0	121.0	125.0	0.0	5.0
1.0	67.0	126.0	1.0	2.0
2.0	109.0	127.0	1.0	4.0
4.0	50.0	128.0	1.0	2.0
5.0	87.0	129.0	1.0	2.0
6.0	102.0	130.0	1.0	3.0
10.0	36.0	131.0	1.0	2.0
11.0	104.0	132.0	1.0	3.0
12.0	35.0	133.0	1.0	2.0
20.0	46.0	134.0	1.0	2.0
26.0	63.0	135.0	1.0	2.0
27.0	80.0	136.0	1.0	2.0
32.0	40.0	137.0	1.0	2.0
44.0	105.0	138.0	1.0	3.0
60.0	112.0	139.0	1.0	3.0
82.0	120.0	140.0	1.0	3.0
99.0	101.0	141.0	1.0	4.0
110.0	125.0	142.0	1.0	8.0
122.0	124.0	143.0	1.0	8.0
8.0	126.0	144.0	1.5	3.0
59.0	134.0	145.0	1.5	3.0
66.0	128.0	146.0	1.5	3.0
85.0	137.0	147.0	1.5	3.0
89.0	131.0	148.0	1.5	3.0
127.0	143.0	149.0	1.625	12.0
140.0	142.0	150.0	1.9583	11.0
21.0	77.0	151.0	2.0	2.0
23.0	118.0	152.0	2.0	3.0
74.0	119.0	153.0	2.0	3.0
103.0	144.0	154.0	2.0	5.0
37.0	135.0	155.0	2.5	3.0
54.0	141.0	156.0	2.5	5.0
92.0	132.0	157.0	2.6667	4.0
15.0	90.0	158.0	3.0	2.0
69.0	97.0	159.0	3.0	2.0
95.0	149.0	160.0	3.1667	13.0
139.0	148.0	161.0	3.3333	6.0
138.0	147.0	162.0	3.6667	6.0
150.0	160.0	163.0	3.986	24.0
57.0	145.0	164.0	4.0	4.0
56.0	152.0	165.0	4.3333	4.0
78.0	133.0	166.0	4.5	3.0
113.0	158.0	167.0	4.5	4.0
30.0	73.0	168.0	5.0	2.0
71.0	130.0	169.0	5.3333	4.0
146.0	161.0	170.0	5.3333	9.0
136.0	155.0	171.0	5.8333	5.0
154.0	162.0	172.0	6.6333	11.0
153.0	156.0	173.0	6.6667	8.0
33.0	115.0	174.0	7.0	3.0
116.0	167.0	175.0	8.75	6.0
22.0	151.0	176.0	9.0	3.0
94.0	163.0	177.0	9.75	25.0
173.0	177.0	178.0	10.14	33.0
14.0	164.0	179.0	11.0	5.0
129.0	171.0	180.0	11.5	7.0
168.0	172.0	181.0	11.6818	13.0
166.0	174.0	182.0	14.3333	6.0
175.0	180.0	183.0	16.4524	13.0
159.0	170.0	184.0	23.9444	11.0
157.0	182.0	185.0	42.1667	10.0
169.0	179.0	186.0	43.8	9.0
178.0	184.0	187.0	50.2727	44.0
9.0	165.0	188.0	66.25	5.0
176.0	187.0	189.0	69.3864	47.0
183.0	186.0	190.0	73.641	22.0
181.0	190.0	191.0	117.5664	35.0
185.0	189.0	192.0	130.3426	57.0
188.0	191.0	193.0	247.5143	40.0
75.0	193.0	194.0	619.425	41.0
192.0	194.0	195.0	1274.4925	98.0
76.0	195.0	196.0	14392.9694	99.0
