cluster1	cluster2	clusterNew	distance	size
0.0	50.0	99.0	0.0	2.0
2.0	3.0	100.0	0.0	2.0
4.0	66.0	101.0	0.0	2.0
6.0	64.0	102.0	0.0	2.0
7.0	20.0	103.0	0.0	2.0
8.0	97.0	104.0	0.0	2.0
10.0	89.0	105.0	0.0	2.0
11.0	24.0	106.0	0.0	2.0
13.0	72.0	107.0	0.0	2.0
14.0	57.0	108.0	0.0	2.0
15.0	34.0	109.0	0.0	2.0
17.0	81.0	110.0	0.0	2.0
21.0	38.0	111.0	0.0	2.0
23.0	37.0	112.0	0.0	2.0
28.0	62.0	113.0	0.0	2.0
29.0	73.0	114.0	0.0	2.0
30.0	103.0	115.0	0.0	3.0
36.0	49.0	116.0	0.0	2.0
39.0	55.0	117.0	0.0	2.0
41.0	67.0	118.0	0.0	2.0
45.0	68.0	119.0	0.0	2.0
46.0	56.0	120.0	0.0	2.0
47.0	77.0	121.0	0.0	2.0
51.0	78.0	122.0	0.0	2.0
58.0	79.0	123.0	0.0	2.0
63.0	88.0	124.0	0.0	2.0
65.0	71.0	125.0	0.0	2.0
69.0	95.0	126.0	0.0	2.0
74.0	109.0	127.0	0.0	3.0
76.0	112.0	128.0	0.0	3.0
83.0	100.0	129.0	0.0	3.0
91.0	93.0	130.0	0.0	2.0
96.0	113.0	131.0	0.0	3.0
98.0	102.0	132.0	0.0	3.0
108.0	124.0	133.0	0.0	4.0
111.0	121.0	134.0	0.0	4.0
116.0	127.0	135.0	0.0	5.0
120.0	125.0	136.0	0.0	4.0
128.0	136.0	137.0	0.0	7.0
129.0	134.0	138.0	0.0	7.0
130.0	133.0	139.0	0.0	6.0
1.0	48.0	140.0	1.0	2.0
5.0	87.0	141.0	1.0	2.0
22.0	82.0	142.0	1.0	2.0
27.0	80.0	143.0	1.0	2.0
31.0	42.0	144.0	1.0	2.0
32.0	104.0	145.0	1.0	3.0
43.0	105.0	146.0	1.0	3.0
52.0	61.0	147.0	1.0	2.0
53.0	138.0	148.0	1.0	8.0
59.0	106.0	149.0	1.0	3.0
60.0	90.0	150.0	1.0	2.0
86.0	110.0	151.0	1.0	3.0
94.0	117.0	152.0	1.0	3.0
99.0	115.0	153.0	1.0	5.0
107.0	135.0	154.0	1.0	7.0
118.0	123.0	155.0	1.0	4.0
132.0	154.0	156.0	1.2857	10.0
92.0	151.0	157.0	1.3333	4.0
114.0	149.0	158.0	1.3333	5.0
122.0	152.0	159.0	1.3333	5.0
25.0	142.0	160.0	1.5	3.0
126.0	144.0	161.0	1.5	4.0
139.0	153.0	162.0	1.6	11.0
140.0	145.0	163.0	1.8333	5.0
18.0	40.0	164.0	2.0	2.0
35.0	70.0	165.0	2.0	2.0
131.0	160.0	166.0	2.0	6.0
147.0	161.0	167.0	2.25	6.0
146.0	158.0	168.0	2.4667	8.0
19.0	150.0	169.0	2.5	3.0
156.0	162.0	170.0	2.8273	21.0
16.0	157.0	171.0	3.0	5.0
26.0	54.0	172.0	3.0	2.0
44.0	164.0	173.0	3.0	3.0
148.0	167.0	174.0	3.125	14.0
119.0	163.0	175.0	3.4	7.0
84.0	166.0	176.0	4.0	7.0
141.0	143.0	177.0	5.0	4.0
159.0	174.0	178.0	5.0143	19.0
168.0	170.0	179.0	5.494	29.0
9.0	33.0	180.0	6.0	2.0
12.0	165.0	181.0	6.0	3.0
171.0	175.0	182.0	6.1714	12.0
176.0	178.0	183.0	9.4662	26.0
169.0	179.0	184.0	9.7701	32.0
137.0	155.0	185.0	10.5	11.0
101.0	181.0	186.0	11.0	5.0
172.0	182.0	187.0	11.5	14.0
183.0	184.0	188.0	13.4663	58.0
173.0	187.0	189.0	13.6429	17.0
177.0	180.0	190.0	24.0	6.0
186.0	189.0	191.0	31.3647	22.0
85.0	185.0	192.0	37.1818	12.0
188.0	191.0	193.0	43.5878	80.0
75.0	190.0	194.0	64.0	7.0
192.0	193.0	195.0	89.8458	92.0
194.0	195.0	196.0	112.0994	99.0
