cluster1	cluster2	clusterNew	distance	size
1.0	37.0	99.0	0.0	2.0
4.0	25.0	100.0	0.0	2.0
5.0	97.0	101.0	0.0	2.0
6.0	57.0	102.0	0.0	2.0
7.0	93.0	103.0	0.0	2.0
8.0	16.0	104.0	0.0	2.0
10.0	77.0	105.0	0.0	2.0
11.0	48.0	106.0	0.0	2.0
12.0	22.0	107.0	0.0	2.0
17.0	18.0	108.0	0.0	2.0
19.0	29.0	109.0	0.0	2.0
28.0	62.0	110.0	0.0	2.0
30.0	71.0	111.0	0.0	2.0
31.0	52.0	112.0	0.0	2.0
32.0	55.0	113.0	0.0	2.0
33.0	73.0	114.0	0.0	2.0
34.0	80.0	115.0	0.0	2.0
36.0	47.0	116.0	0.0	2.0
38.0	82.0	117.0	0.0	2.0
40.0	79.0	118.0	0.0	2.0
41.0	85.0	119.0	0.0	2.0
42.0	50.0	120.0	0.0	2.0
49.0	69.0	121.0	0.0	2.0
61.0	66.0	122.0	0.0	2.0
64.0	98.0	123.0	0.0	2.0
67.0	108.0	124.0	0.0	3.0
72.0	91.0	125.0	0.0	2.0
75.0	122.0	126.0	0.0	3.0
76.0	81.0	127.0	0.0	2.0
83.0	84.0	128.0	0.0	2.0
88.0	96.0	129.0	0.0	2.0
95.0	117.0	130.0	0.0	3.0
100.0	129.0	131.0	0.0	4.0
110.0	123.0	132.0	0.0	4.0
2.0	27.0	133.0	1.0	2.0
13.0	14.0	134.0	1.0	2.0
15.0	106.0	135.0	1.0	3.0
24.0	54.0	136.0	1.0	2.0
26.0	103.0	137.0	1.0	3.0
35.0	39.0	138.0	1.0	2.0
45.0	63.0	139.0	1.0	2.0
46.0	59.0	140.0	1.0	2.0
58.0	118.0	141.0	1.0	3.0
65.0	127.0	142.0	1.0	3.0
68.0	124.0	143.0	1.0	4.0
70.0	114.0	144.0	1.0	3.0
78.0	120.0	145.0	1.0	3.0
86.0	109.0	146.0	1.0	3.0
87.0	116.0	147.0	1.0	3.0
94.0	130.0	148.0	1.0	4.0
112.0	132.0	149.0	1.0	6.0
119.0	128.0	150.0	1.0	4.0
121.0	125.0	151.0	1.0	4.0
51.0	137.0	152.0	1.3333	4.0
113.0	141.0	153.0	1.3333	5.0
126.0	149.0	154.0	1.3333	9.0
131.0	145.0	155.0	1.3333	7.0
90.0	134.0	156.0	1.5	3.0
115.0	133.0	157.0	1.5	4.0
136.0	146.0	158.0	1.8333	5.0
9.0	20.0	159.0	2.0	2.0
23.0	99.0	160.0	2.0	3.0
43.0	60.0	161.0	2.0	2.0
102.0	156.0	162.0	2.0	5.0
111.0	150.0	163.0	2.5	6.0
138.0	152.0	164.0	2.5	6.0
107.0	155.0	165.0	2.5714	9.0
56.0	153.0	166.0	2.8	6.0
0.0	21.0	167.0	3.0	2.0
53.0	105.0	168.0	3.0	3.0
135.0	144.0	169.0	3.0	6.0
157.0	158.0	170.0	3.15	9.0
140.0	143.0	171.0	3.25	6.0
148.0	154.0	172.0	3.3611	13.0
3.0	151.0	173.0	3.5	5.0
89.0	159.0	174.0	4.0	3.0
44.0	163.0	175.0	4.6667	7.0
147.0	161.0	176.0	4.6667	5.0
165.0	172.0	177.0	4.9231	22.0
101.0	170.0	178.0	5.0	11.0
104.0	166.0	179.0	5.3333	8.0
171.0	175.0	180.0	6.3333	13.0
139.0	169.0	181.0	6.6667	8.0
164.0	178.0	182.0	6.7424	17.0
74.0	92.0	183.0	7.0	2.0
167.0	168.0	184.0	10.5	5.0
176.0	181.0	185.0	10.7	13.0
142.0	160.0	186.0	11.0	6.0
179.0	180.0	187.0	11.0769	21.0
173.0	177.0	188.0	12.7091	27.0
182.0	184.0	189.0	18.7294	22.0
183.0	188.0	190.0	18.9444	29.0
186.0	187.0	191.0	29.0238	27.0
162.0	174.0	192.0	30.1333	8.0
185.0	189.0	193.0	33.1119	35.0
190.0	193.0	194.0	56.4335	64.0
192.0	194.0	195.0	92.5	72.0
191.0	195.0	196.0	133.6852	99.0
