cluster1	cluster2	clusterNew	distance	size
1.0	40.0	99.0	0.0	2.0
2.0	21.0	100.0	0.0	2.0
5.0	27.0	101.0	0.0	2.0
7.0	34.0	102.0	0.0	2.0
8.0	18.0	103.0	0.0	2.0
11.0	20.0	104.0	0.0	2.0
12.0	42.0	105.0	0.0	2.0
15.0	52.0	106.0	0.0	2.0
16.0	17.0	107.0	0.0	2.0
23.0	37.0	108.0	0.0	2.0
26.0	83.0	109.0	0.0	2.0
31.0	38.0	110.0	0.0	2.0
44.0	81.0	111.0	0.0	2.0
45.0	87.0	112.0	0.0	2.0
48.0	82.0	113.0	0.0	2.0
50.0	95.0	114.0	0.0	2.0
51.0	97.0	115.0	0.0	2.0
55.0	107.0	116.0	0.0	3.0
57.0	73.0	117.0	0.0	2.0
59.0	79.0	118.0	0.0	2.0
61.0	94.0	119.0	0.0	2.0
64.0	74.0	120.0	0.0	2.0
66.0	93.0	121.0	0.0	2.0
75.0	110.0	122.0	0.0	3.0
80.0	90.0	123.0	0.0	2.0
88.0	98.0	124.0	0.0	2.0
101.0	112.0	125.0	0.0	4.0
106.0	123.0	126.0	0.0	4.0
0.0	72.0	127.0	1.0	2.0
3.0	36.0	128.0	1.0	2.0
6.0	113.0	129.0	1.0	3.0
9.0	70.0	130.0	1.0	2.0
10.0	105.0	131.0	1.0	3.0
14.0	117.0	132.0	1.0	3.0
22.0	25.0	133.0	1.0	2.0
30.0	58.0	134.0	1.0	2.0
32.0	68.0	135.0	1.0	2.0
35.0	124.0	136.0	1.0	3.0
39.0	96.0	137.0	1.0	2.0
43.0	100.0	138.0	1.0	3.0
49.0	91.0	139.0	1.0	2.0
60.0	77.0	140.0	1.0	2.0
63.0	122.0	141.0	1.0	4.0
65.0	76.0	142.0	1.0	2.0
92.0	111.0	143.0	1.0	3.0
99.0	103.0	144.0	1.0	4.0
114.0	119.0	145.0	1.0	4.0
125.0	126.0	146.0	1.0	8.0
109.0	135.0	147.0	1.5	4.0
115.0	137.0	148.0	1.5	4.0
120.0	130.0	149.0	1.5	4.0
116.0	143.0	150.0	1.6667	6.0
141.0	146.0	151.0	1.75	12.0
13.0	47.0	152.0	2.0	2.0
28.0	62.0	153.0	2.0	2.0
56.0	108.0	154.0	2.0	3.0
128.0	140.0	155.0	2.0	4.0
4.0	131.0	156.0	2.3333	4.0
78.0	129.0	157.0	2.3333	4.0
85.0	142.0	158.0	2.5	3.0
89.0	127.0	159.0	2.5	3.0
118.0	134.0	160.0	2.5	4.0
145.0	151.0	161.0	2.5833	16.0
104.0	132.0	162.0	2.6667	5.0
144.0	147.0	163.0	2.75	8.0
19.0	54.0	164.0	3.0	2.0
29.0	102.0	165.0	3.0	3.0
41.0	71.0	166.0	3.0	2.0
138.0	155.0	167.0	3.1667	7.0
69.0	148.0	168.0	3.25	5.0
84.0	150.0	169.0	3.8333	7.0
133.0	168.0	170.0	3.9	7.0
136.0	156.0	171.0	3.9167	7.0
139.0	159.0	172.0	4.1667	5.0
152.0	162.0	173.0	4.4	7.0
46.0	166.0	174.0	4.5	3.0
67.0	158.0	175.0	4.6667	4.0
33.0	161.0	176.0	5.4375	17.0
163.0	169.0	177.0	5.5893	15.0
157.0	176.0	178.0	6.1324	21.0
153.0	170.0	179.0	7.2857	9.0
149.0	171.0	180.0	7.3214	11.0
160.0	177.0	181.0	8.4833	19.0
24.0	165.0	182.0	10.0	4.0
167.0	180.0	183.0	10.2338	18.0
174.0	175.0	184.0	10.5	7.0
121.0	172.0	185.0	12.0	7.0
173.0	178.0	186.0	13.5714	28.0
154.0	181.0	187.0	22.2807	22.0
183.0	186.0	188.0	24.5675	46.0
184.0	187.0	189.0	32.0909	29.0
182.0	185.0	190.0	35.0714	11.0
53.0	179.0	191.0	40.6667	10.0
188.0	190.0	192.0	56.247	57.0
191.0	192.0	193.0	101.3895	67.0
164.0	193.0	194.0	122.8433	69.0
189.0	194.0	195.0	384.8726	98.0
86.0	195.0	196.0	8409.6735	99.0
