cluster1	cluster2	clusterNew	distance	size
3.0	10.0	99.0	0.0	2.0
4.0	70.0	100.0	0.0	2.0
5.0	15.0	101.0	0.0	2.0
6.0	66.0	102.0	0.0	2.0
11.0	48.0	103.0	0.0	2.0
12.0	25.0	104.0	0.0	2.0
14.0	19.0	105.0	0.0	2.0
17.0	92.0	106.0	0.0	2.0
20.0	97.0	107.0	0.0	2.0
21.0	62.0	108.0	0.0	2.0
24.0	105.0	109.0	0.0	3.0
26.0	45.0	110.0	0.0	2.0
28.0	78.0	111.0	0.0	2.0
30.0	46.0	112.0	0.0	2.0
33.0	98.0	113.0	0.0	2.0
35.0	104.0	114.0	0.0	3.0
36.0	99.0	115.0	0.0	3.0
37.0	56.0	116.0	0.0	2.0
38.0	53.0	117.0	0.0	2.0
41.0	67.0	118.0	0.0	2.0
42.0	87.0	119.0	0.0	2.0
43.0	60.0	120.0	0.0	2.0
44.0	85.0	121.0	0.0	2.0
49.0	72.0	122.0	0.0	2.0
64.0	88.0	123.0	0.0	2.0
68.0	118.0	124.0	0.0	3.0
69.0	93.0	125.0	0.0	2.0
77.0	101.0	126.0	0.0	3.0
91.0	122.0	127.0	0.0	3.0
94.0	103.0	128.0	0.0	3.0
95.0	117.0	129.0	0.0	3.0
0.0	89.0	130.0	1.0	2.0
1.0	65.0	131.0	1.0	2.0
2.0	63.0	132.0	1.0	2.0
7.0	125.0	133.0	1.0	3.0
18.0	121.0	134.0	1.0	3.0
23.0	116.0	135.0	1.0	3.0
27.0	52.0	136.0	1.0	2.0
29.0	109.0	137.0	1.0	4.0
31.0	50.0	138.0	1.0	2.0
47.0	82.0	139.0	1.0	2.0
51.0	127.0	140.0	1.0	4.0
59.0	106.0	141.0	1.0	3.0
61.0	128.0	142.0	1.0	4.0
75.0	90.0	143.0	1.0	2.0
76.0	81.0	144.0	1.0	2.0
83.0	84.0	145.0	1.0	2.0
96.0	124.0	146.0	1.0	4.0
100.0	114.0	147.0	1.0	5.0
113.0	119.0	148.0	1.0	4.0
115.0	120.0	149.0	1.0	5.0
126.0	142.0	150.0	1.25	7.0
112.0	134.0	151.0	1.3333	5.0
74.0	132.0	152.0	1.5	3.0
110.0	143.0	153.0	1.5	4.0
123.0	148.0	154.0	1.5	6.0
129.0	139.0	155.0	1.5	5.0
136.0	141.0	156.0	1.8333	5.0
9.0	13.0	157.0	2.0	2.0
16.0	55.0	158.0	2.0	2.0
22.0	40.0	159.0	2.0	2.0
80.0	102.0	160.0	2.0	3.0
108.0	111.0	161.0	2.0	4.0
131.0	144.0	162.0	2.0	4.0
34.0	140.0	163.0	2.25	5.0
57.0	133.0	164.0	2.3333	4.0
149.0	152.0	165.0	2.4	8.0
146.0	151.0	166.0	2.45	9.0
71.0	145.0	167.0	2.5	3.0
147.0	154.0	168.0	2.6	11.0
150.0	155.0	169.0	2.8857	12.0
8.0	79.0	170.0	3.0	2.0
32.0	159.0	171.0	3.0	3.0
58.0	86.0	172.0	3.0	2.0
73.0	107.0	173.0	3.0	3.0
138.0	156.0	174.0	3.1	7.0
153.0	161.0	175.0	3.25	8.0
130.0	164.0	176.0	3.75	6.0
135.0	158.0	177.0	4.3333	5.0
165.0	168.0	178.0	4.6818	19.0
166.0	167.0	179.0	5.2222	12.0
157.0	160.0	180.0	5.6667	5.0
137.0	163.0	181.0	5.95	9.0
39.0	173.0	182.0	6.0	4.0
162.0	170.0	183.0	6.0	6.0
169.0	175.0	184.0	6.2917	20.0
171.0	174.0	185.0	7.2857	10.0
178.0	180.0	186.0	9.3895	24.0
176.0	181.0	187.0	9.4444	15.0
177.0	183.0	188.0	10.1	11.0
184.0	185.0	189.0	11.5	30.0
172.0	182.0	190.0	12.0	6.0
186.0	189.0	191.0	19.4	54.0
187.0	190.0	192.0	22.1667	21.0
54.0	188.0	193.0	25.9091	12.0
179.0	191.0	194.0	28.8056	66.0
192.0	193.0	195.0	42.5833	33.0
194.0	195.0	196.0	78.0	99.0
