cluster1	cluster2	clusterNew	distance	size
0.0	29.0	99.0	0.0	2.0
1.0	16.0	100.0	0.0	2.0
3.0	37.0	101.0	0.0	2.0
5.0	9.0	102.0	0.0	2.0
7.0	61.0	103.0	0.0	2.0
11.0	66.0	104.0	0.0	2.0
12.0	36.0	105.0	0.0	2.0
13.0	45.0	106.0	0.0	2.0
17.0	83.0	107.0	0.0	2.0
21.0	39.0	108.0	0.0	2.0
24.0	89.0	109.0	0.0	2.0
25.0	51.0	110.0	0.0	2.0
26.0	77.0	111.0	0.0	2.0
33.0	43.0	112.0	0.0	2.0
34.0	72.0	113.0	0.0	2.0
35.0	102.0	114.0	0.0	3.0
44.0	58.0	115.0	0.0	2.0
47.0	63.0	116.0	0.0	2.0
50.0	95.0	117.0	0.0	2.0
53.0	78.0	118.0	0.0	2.0
54.0	86.0	119.0	0.0	2.0
55.0	68.0	120.0	0.0	2.0
60.0	87.0	121.0	0.0	2.0
64.0	116.0	122.0	0.0	3.0
67.0	71.0	123.0	0.0	2.0
80.0	108.0	124.0	0.0	3.0
85.0	115.0	125.0	0.0	3.0
90.0	99.0	126.0	0.0	3.0
91.0	113.0	127.0	0.0	3.0
93.0	109.0	128.0	0.0	3.0
96.0	111.0	129.0	0.0	3.0
2.0	10.0	130.0	1.0	2.0
4.0	105.0	131.0	1.0	3.0
6.0	106.0	132.0	1.0	3.0
8.0	32.0	133.0	1.0	2.0
19.0	126.0	134.0	1.0	4.0
22.0	23.0	135.0	1.0	2.0
27.0	49.0	136.0	1.0	2.0
28.0	110.0	137.0	1.0	3.0
31.0	52.0	138.0	1.0	2.0
38.0	117.0	139.0	1.0	3.0
42.0	57.0	140.0	1.0	2.0
46.0	123.0	141.0	1.0	3.0
62.0	69.0	142.0	1.0	2.0
70.0	112.0	143.0	1.0	3.0
81.0	92.0	144.0	1.0	2.0
100.0	107.0	145.0	1.0	4.0
104.0	118.0	146.0	1.0	4.0
114.0	121.0	147.0	1.0	5.0
40.0	133.0	148.0	1.5	3.0
82.0	142.0	149.0	1.5	3.0
97.0	138.0	150.0	1.5	3.0
122.0	146.0	151.0	1.5	7.0
124.0	136.0	152.0	1.5	5.0
129.0	135.0	153.0	1.5	5.0
131.0	147.0	154.0	1.7333	8.0
15.0	48.0	155.0	2.0	2.0
20.0	73.0	156.0	2.0	2.0
65.0	76.0	157.0	2.0	2.0
75.0	98.0	158.0	2.0	2.0
127.0	128.0	159.0	2.0	6.0
103.0	134.0	160.0	2.25	6.0
14.0	132.0	161.0	2.3333	4.0
120.0	145.0	162.0	2.5	6.0
143.0	154.0	163.0	2.5833	11.0
30.0	79.0	164.0	3.0	2.0
41.0	84.0	165.0	3.0	2.0
56.0	59.0	166.0	3.0	2.0
151.0	161.0	167.0	3.1071	11.0
125.0	141.0	168.0	3.3333	6.0
140.0	156.0	169.0	3.5	4.0
101.0	153.0	170.0	3.6	7.0
139.0	150.0	171.0	3.6667	6.0
144.0	162.0	172.0	3.8333	8.0
137.0	152.0	173.0	4.0667	8.0
159.0	160.0	174.0	4.5	12.0
18.0	157.0	175.0	5.0	3.0
155.0	167.0	176.0	5.2727	13.0
149.0	171.0	177.0	5.8333	9.0
164.0	166.0	178.0	6.0	4.0
165.0	168.0	179.0	6.1667	8.0
170.0	173.0	180.0	6.5536	15.0
88.0	119.0	181.0	7.0	3.0
130.0	163.0	182.0	8.0455	13.0
169.0	176.0	183.0	8.7885	17.0
148.0	178.0	184.0	10.5	7.0
94.0	177.0	185.0	12.1111	10.0
175.0	179.0	186.0	12.2083	11.0
74.0	158.0	187.0	14.0	3.0
180.0	185.0	188.0	15.0333	25.0
174.0	183.0	189.0	16.2794	29.0
172.0	184.0	190.0	17.625	15.0
181.0	189.0	191.0	25.8736	32.0
182.0	187.0	192.0	29.641	16.0
186.0	190.0	193.0	32.1455	26.0
188.0	191.0	194.0	47.1388	57.0
193.0	194.0	195.0	78.5439	83.0
192.0	195.0	196.0	118.8102	99.0
