cluster1	cluster2	clusterNew	distance	size
1.0	8.0	99.0	0.0	2.0
2.0	21.0	100.0	0.0	2.0
5.0	13.0	101.0	0.0	2.0
6.0	17.0	102.0	0.0	2.0
7.0	49.0	103.0	0.0	2.0
9.0	10.0	104.0	0.0	2.0
12.0	14.0	105.0	0.0	2.0
16.0	55.0	106.0	0.0	2.0
19.0	29.0	107.0	0.0	2.0
20.0	33.0	108.0	0.0	2.0
22.0	82.0	109.0	0.0	2.0
23.0	76.0	110.0	0.0	2.0
26.0	54.0	111.0	0.0	2.0
27.0	88.0	112.0	0.0	2.0
28.0	62.0	113.0	0.0	2.0
35.0	70.0	114.0	0.0	2.0
37.0	45.0	115.0	0.0	2.0
38.0	95.0	116.0	0.0	2.0
43.0	66.0	117.0	0.0	2.0
46.0	84.0	118.0	0.0	2.0
47.0	75.0	119.0	0.0	2.0
48.0	56.0	120.0	0.0	2.0
57.0	60.0	121.0	0.0	2.0
59.0	97.0	122.0	0.0	2.0
63.0	120.0	123.0	0.0	3.0
69.0	83.0	124.0	0.0	2.0
74.0	87.0	125.0	0.0	2.0
79.0	110.0	126.0	0.0	3.0
98.0	119.0	127.0	0.0	3.0
104.0	121.0	128.0	0.0	4.0
105.0	114.0	129.0	0.0	4.0
108.0	125.0	130.0	0.0	4.0
0.0	103.0	131.0	1.0	3.0
3.0	77.0	132.0	1.0	2.0
4.0	80.0	133.0	1.0	2.0
11.0	102.0	134.0	1.0	3.0
15.0	50.0	135.0	1.0	2.0
18.0	44.0	136.0	1.0	2.0
24.0	34.0	137.0	1.0	2.0
25.0	109.0	138.0	1.0	3.0
30.0	122.0	139.0	1.0	3.0
31.0	51.0	140.0	1.0	2.0
42.0	73.0	141.0	1.0	2.0
52.0	86.0	142.0	1.0	2.0
58.0	126.0	143.0	1.0	4.0
65.0	123.0	144.0	1.0	4.0
67.0	96.0	145.0	1.0	2.0
72.0	91.0	146.0	1.0	2.0
78.0	90.0	147.0	1.0	2.0
81.0	99.0	148.0	1.0	3.0
93.0	107.0	149.0	1.0	3.0
101.0	130.0	150.0	1.0	6.0
111.0	127.0	151.0	1.0	5.0
112.0	129.0	152.0	1.0	6.0
113.0	138.0	153.0	1.3333	5.0
39.0	140.0	154.0	1.5	3.0
61.0	135.0	155.0	1.5	3.0
68.0	136.0	156.0	1.5	3.0
89.0	146.0	157.0	1.5	3.0
115.0	147.0	158.0	1.5	4.0
128.0	141.0	159.0	1.5	6.0
106.0	148.0	160.0	1.6667	5.0
133.0	150.0	161.0	1.8333	8.0
36.0	100.0	162.0	2.0	3.0
94.0	116.0	163.0	2.0	3.0
151.0	152.0	164.0	2.0667	11.0
137.0	149.0	165.0	2.1667	5.0
145.0	153.0	166.0	2.3	7.0
117.0	159.0	167.0	2.5	8.0
143.0	144.0	168.0	2.5	8.0
32.0	160.0	169.0	3.0	6.0
41.0	71.0	170.0	3.0	2.0
85.0	124.0	171.0	3.0	3.0
132.0	162.0	172.0	3.1667	5.0
142.0	163.0	173.0	3.1667	5.0
131.0	165.0	174.0	3.5333	8.0
92.0	134.0	175.0	3.6667	4.0
64.0	164.0	176.0	3.7273	12.0
118.0	166.0	177.0	4.1429	9.0
161.0	167.0	178.0	4.25	16.0
40.0	139.0	179.0	4.3333	4.0
155.0	173.0	180.0	4.6	8.0
158.0	168.0	181.0	4.75	12.0
154.0	171.0	182.0	5.0	6.0
176.0	178.0	183.0	6.5833	28.0
156.0	179.0	184.0	6.75	7.0
157.0	174.0	185.0	6.875	11.0
53.0	180.0	186.0	7.125	9.0
177.0	182.0	187.0	8.2778	15.0
172.0	183.0	188.0	11.4214	33.0
181.0	186.0	189.0	12.0833	21.0
170.0	187.0	190.0	15.0333	17.0
175.0	188.0	191.0	15.6591	37.0
169.0	185.0	192.0	18.5	17.0
184.0	190.0	193.0	20.0924	24.0
189.0	191.0	194.0	31.9781	58.0
192.0	194.0	195.0	51.8327	75.0
193.0	195.0	196.0	70.7617	99.0
