cluster1	cluster2	clusterNew	distance	size
2.0	21.0	99.0	0.0	2.0
3.0	4.0	100.0	0.0	2.0
6.0	15.0	101.0	0.0	2.0
7.0	93.0	102.0	0.0	2.0
10.0	38.0	103.0	0.0	2.0
18.0	85.0	104.0	0.0	2.0
22.0	64.0	105.0	0.0	2.0
26.0	70.0	106.0	0.0	2.0
27.0	87.0	107.0	0.0	2.0
31.0	82.0	108.0	0.0	2.0
32.0	92.0	109.0	0.0	2.0
36.0	52.0	110.0	0.0	2.0
37.0	44.0	111.0	0.0	2.0
42.0	95.0	112.0	0.0	2.0
43.0	60.0	113.0	0.0	2.0
47.0	53.0	114.0	0.0	2.0
59.0	67.0	115.0	0.0	2.0
61.0	81.0	116.0	0.0	2.0
72.0	94.0	117.0	0.0	2.0
74.0	110.0	118.0	0.0	3.0
77.0	99.0	119.0	0.0	3.0
80.0	114.0	120.0	0.0	3.0
88.0	105.0	121.0	0.0	3.0
91.0	103.0	122.0	0.0	3.0
98.0	112.0	123.0	0.0	3.0
113.0	117.0	124.0	0.0	4.0
0.0	29.0	125.0	1.0	2.0
1.0	16.0	126.0	1.0	2.0
5.0	75.0	127.0	1.0	2.0
8.0	109.0	128.0	1.0	3.0
11.0	35.0	129.0	1.0	2.0
17.0	68.0	130.0	1.0	2.0
23.0	104.0	131.0	1.0	3.0
24.0	86.0	132.0	1.0	2.0
25.0	121.0	133.0	1.0	4.0
28.0	33.0	134.0	1.0	2.0
34.0	102.0	135.0	1.0	3.0
39.0	69.0	136.0	1.0	2.0
45.0	48.0	137.0	1.0	2.0
46.0	71.0	138.0	1.0	2.0
49.0	123.0	139.0	1.0	4.0
62.0	96.0	140.0	1.0	2.0
63.0	101.0	141.0	1.0	3.0
106.0	120.0	142.0	1.0	5.0
118.0	122.0	143.0	1.0	6.0
30.0	131.0	144.0	1.3333	4.0
40.0	128.0	145.0	1.3333	4.0
12.0	129.0	146.0	1.5	3.0
19.0	125.0	147.0	1.5	3.0
66.0	137.0	148.0	1.5	3.0
107.0	127.0	149.0	1.5	4.0
134.0	142.0	150.0	1.9	7.0
13.0	14.0	151.0	2.0	2.0
50.0	116.0	152.0	2.0	3.0
51.0	97.0	153.0	2.0	2.0
55.0	79.0	154.0	2.0	2.0
108.0	119.0	155.0	2.0	5.0
124.0	139.0	156.0	2.25	8.0
135.0	147.0	157.0	2.3333	6.0
115.0	130.0	158.0	2.5	4.0
100.0	152.0	159.0	2.6667	5.0
9.0	20.0	160.0	3.0	2.0
41.0	84.0	161.0	3.0	2.0
78.0	151.0	162.0	3.0	3.0
83.0	111.0	163.0	3.0	3.0
133.0	149.0	164.0	3.0	8.0
146.0	148.0	165.0	3.0	6.0
143.0	155.0	166.0	3.3	11.0
90.0	140.0	167.0	3.5	3.0
144.0	158.0	168.0	3.75	8.0
58.0	154.0	169.0	4.0	3.0
65.0	76.0	170.0	4.0	2.0
54.0	132.0	171.0	4.5	3.0
136.0	153.0	172.0	4.5	4.0
150.0	164.0	173.0	5.1071	15.0
156.0	166.0	174.0	5.125	19.0
57.0	160.0	175.0	5.5	3.0
141.0	165.0	176.0	5.8333	9.0
138.0	161.0	177.0	6.0	4.0
159.0	167.0	178.0	6.0667	8.0
56.0	169.0	179.0	6.3333	4.0
163.0	168.0	180.0	6.875	11.0
157.0	171.0	181.0	7.1667	9.0
145.0	180.0	182.0	9.0	15.0
162.0	175.0	183.0	10.6667	6.0
174.0	178.0	184.0	10.7171	27.0
173.0	176.0	185.0	12.3111	24.0
179.0	183.0	186.0	20.9167	10.0
177.0	182.0	187.0	22.9	19.0
73.0	89.0	188.0	25.0	2.0
184.0	185.0	189.0	28.4167	51.0
172.0	181.0	190.0	33.0278	13.0
186.0	189.0	191.0	48.9941	61.0
187.0	191.0	192.0	57.1588	80.0
126.0	170.0	193.0	68.5	4.0
188.0	190.0	194.0	71.8846	15.0
192.0	194.0	195.0	124.0375	95.0
193.0	195.0	196.0	323.0026	99.0
