cluster1	cluster2	clusterNew	distance	size
0.0	43.0	99.0	0.0	2.0
1.0	4.0	100.0	0.0	2.0
2.0	3.0	101.0	0.0	2.0
5.0	53.0	102.0	0.0	2.0
6.0	15.0	103.0	0.0	2.0
9.0	16.0	104.0	0.0	2.0
10.0	31.0	105.0	0.0	2.0
11.0	48.0	106.0	0.0	2.0
12.0	20.0	107.0	0.0	2.0
13.0	83.0	108.0	0.0	2.0
17.0	52.0	109.0	0.0	2.0
18.0	44.0	110.0	0.0	2.0
19.0	26.0	111.0	0.0	2.0
21.0	89.0	112.0	0.0	2.0
22.0	42.0	113.0	0.0	2.0
24.0	36.0	114.0	0.0	2.0
25.0	28.0	115.0	0.0	2.0
27.0	111.0	116.0	0.0	3.0
29.0	34.0	117.0	0.0	2.0
30.0	57.0	118.0	0.0	2.0
33.0	35.0	119.0	0.0	2.0
38.0	62.0	120.0	0.0	2.0
39.0	54.0	121.0	0.0	2.0
41.0	105.0	122.0	0.0	3.0
45.0	87.0	123.0	0.0	2.0
51.0	99.0	124.0	0.0	3.0
59.0	90.0	125.0	0.0	2.0
64.0	114.0	126.0	0.0	3.0
65.0	66.0	127.0	0.0	2.0
68.0	104.0	128.0	0.0	3.0
70.0	81.0	129.0	0.0	2.0
72.0	91.0	130.0	0.0	2.0
76.0	110.0	131.0	0.0	3.0
80.0	106.0	132.0	0.0	3.0
82.0	94.0	133.0	0.0	2.0
84.0	96.0	134.0	0.0	2.0
88.0	95.0	135.0	0.0	2.0
92.0	97.0	136.0	0.0	2.0
98.0	109.0	137.0	0.0	3.0
100.0	107.0	138.0	0.0	4.0
101.0	112.0	139.0	0.0	4.0
113.0	134.0	140.0	0.0	4.0
115.0	120.0	141.0	0.0	4.0
119.0	123.0	142.0	0.0	4.0
121.0	135.0	143.0	0.0	4.0
136.0	137.0	144.0	0.0	5.0
138.0	142.0	145.0	0.0	8.0
7.0	117.0	146.0	1.0	3.0
8.0	32.0	147.0	1.0	2.0
14.0	103.0	148.0	1.0	3.0
37.0	86.0	149.0	1.0	2.0
40.0	128.0	150.0	1.0	4.0
46.0	78.0	151.0	1.0	2.0
47.0	50.0	152.0	1.0	2.0
55.0	131.0	153.0	1.0	4.0
63.0	118.0	154.0	1.0	3.0
67.0	85.0	155.0	1.0	2.0
69.0	133.0	156.0	1.0	3.0
73.0	125.0	157.0	1.0	3.0
74.0	130.0	158.0	1.0	3.0
116.0	124.0	159.0	1.0	6.0
122.0	140.0	160.0	1.0	7.0
126.0	143.0	161.0	1.0	7.0
129.0	145.0	162.0	1.0	10.0
141.0	144.0	163.0	1.0	9.0
127.0	153.0	164.0	1.25	6.0
61.0	148.0	165.0	1.3333	4.0
60.0	147.0	166.0	1.5	3.0
71.0	152.0	167.0	1.5	3.0
139.0	156.0	168.0	1.6667	7.0
146.0	159.0	169.0	1.8333	9.0
161.0	163.0	170.0	1.873	16.0
75.0	102.0	171.0	2.0	3.0
93.0	132.0	172.0	2.0	4.0
154.0	162.0	173.0	2.1333	13.0
23.0	149.0	174.0	2.5	3.0
108.0	151.0	175.0	2.5	4.0
160.0	170.0	176.0	2.8036	23.0
56.0	58.0	177.0	3.0	2.0
155.0	164.0	178.0	3.3333	8.0
157.0	173.0	179.0	3.359	16.0
49.0	158.0	180.0	3.6667	4.0
150.0	166.0	181.0	3.75	7.0
167.0	171.0	182.0	4.3333	6.0
169.0	172.0	183.0	4.3889	13.0
168.0	176.0	184.0	4.8075	30.0
79.0	177.0	185.0	5.5	3.0
178.0	181.0	186.0	5.8571	15.0
165.0	179.0	187.0	5.9375	20.0
183.0	184.0	188.0	7.0615	43.0
174.0	185.0	189.0	10.0	6.0
180.0	188.0	190.0	10.7849	47.0
175.0	182.0	191.0	11.5833	10.0
186.0	187.0	192.0	13.5167	35.0
190.0	191.0	193.0	20.183	57.0
189.0	192.0	194.0	24.7905	41.0
193.0	194.0	195.0	45.0128	98.0
77.0	195.0	196.0	66.9898	99.0
