cluster1	cluster2	clusterNew	distance	size
0.0	7.0	99.0	0.0	2.0
1.0	26.0	100.0	0.0	2.0
2.0	3.0	101.0	0.0	2.0
4.0	16.0	102.0	0.0	2.0
6.0	90.0	103.0	0.0	2.0
8.0	15.0	104.0	0.0	2.0
10.0	19.0	105.0	0.0	2.0
13.0	66.0	106.0	0.0	2.0
17.0	18.0	107.0	0.0	2.0
21.0	29.0	108.0	0.0	2.0
22.0	39.0	109.0	0.0	2.0
23.0	37.0	110.0	0.0	2.0
24.0	34.0	111.0	0.0	2.0
25.0	51.0	112.0	0.0	2.0
27.0	56.0	113.0	0.0	2.0
28.0	41.0	114.0	0.0	2.0
30.0	45.0	115.0	0.0	2.0
31.0	53.0	116.0	0.0	2.0
33.0	35.0	117.0	0.0	2.0
36.0	52.0	118.0	0.0	2.0
38.0	42.0	119.0	0.0	2.0
40.0	75.0	120.0	0.0	2.0
43.0	60.0	121.0	0.0	2.0
46.0	89.0	122.0	0.0	2.0
54.0	77.0	123.0	0.0	2.0
58.0	74.0	124.0	0.0	2.0
63.0	80.0	125.0	0.0	2.0
64.0	82.0	126.0	0.0	2.0
65.0	67.0	127.0	0.0	2.0
69.0	112.0	128.0	0.0	3.0
70.0	87.0	129.0	0.0	2.0
71.0	79.0	130.0	0.0	2.0
72.0	91.0	131.0	0.0	2.0
85.0	127.0	132.0	0.0	3.0
88.0	105.0	133.0	0.0	3.0
93.0	101.0	134.0	0.0	3.0
95.0	119.0	135.0	0.0	3.0
98.0	111.0	136.0	0.0	3.0
102.0	120.0	137.0	0.0	4.0
104.0	113.0	138.0	0.0	4.0
108.0	118.0	139.0	0.0	4.0
117.0	129.0	140.0	0.0	4.0
121.0	134.0	141.0	0.0	5.0
123.0	135.0	142.0	0.0	5.0
126.0	136.0	143.0	0.0	5.0
5.0	106.0	144.0	1.0	3.0
12.0	32.0	145.0	1.0	2.0
14.0	59.0	146.0	1.0	2.0
20.0	48.0	147.0	1.0	2.0
44.0	83.0	148.0	1.0	2.0
47.0	107.0	149.0	1.0	3.0
49.0	99.0	150.0	1.0	3.0
55.0	81.0	151.0	1.0	2.0
62.0	84.0	152.0	1.0	2.0
68.0	137.0	153.0	1.0	5.0
73.0	110.0	154.0	1.0	3.0
92.0	94.0	155.0	1.0	2.0
96.0	109.0	156.0	1.0	3.0
103.0	125.0	157.0	1.0	4.0
114.0	128.0	158.0	1.0	5.0
116.0	139.0	159.0	1.0	6.0
124.0	131.0	160.0	1.0	4.0
133.0	141.0	161.0	1.0	8.0
138.0	140.0	162.0	1.0	8.0
142.0	143.0	163.0	1.0	10.0
100.0	153.0	164.0	1.2	7.0
78.0	154.0	165.0	1.3333	4.0
115.0	144.0	166.0	1.3333	5.0
57.0	147.0	167.0	1.5	3.0
130.0	160.0	168.0	1.5	6.0
132.0	151.0	169.0	1.5	5.0
159.0	161.0	170.0	1.7083	14.0
148.0	149.0	171.0	1.8333	5.0
145.0	162.0	172.0	2.0	10.0
146.0	157.0	173.0	2.0	6.0
150.0	168.0	174.0	2.3333	9.0
152.0	158.0	175.0	2.9	7.0
166.0	173.0	176.0	2.9667	11.0
11.0	167.0	177.0	3.0	4.0
163.0	170.0	178.0	3.1429	24.0
122.0	169.0	179.0	3.4	7.0
164.0	172.0	180.0	3.9571	17.0
156.0	175.0	181.0	4.0952	10.0
171.0	179.0	182.0	5.1714	12.0
165.0	177.0	183.0	5.75	8.0
176.0	180.0	184.0	6.3476	28.0
155.0	178.0	185.0	6.8333	26.0
174.0	185.0	186.0	7.4145	35.0
97.0	181.0	187.0	9.8	11.0
182.0	184.0	188.0	12.381	40.0
86.0	187.0	189.0	13.0909	12.0
61.0	183.0	190.0	13.125	9.0
188.0	190.0	191.0	18.0833	49.0
186.0	191.0	192.0	25.8571	84.0
189.0	192.0	193.0	50.7976	96.0
9.0	76.0	194.0	51.0	2.0
50.0	193.0	195.0	57.5521	97.0
194.0	195.0	196.0	135.4588	99.0
