cluster1	cluster2	clusterNew	distance	size
0.0	3.0	99.0	0.0	2.0
1.0	16.0	100.0	0.0	2.0
5.0	47.0	101.0	0.0	2.0
6.0	30.0	102.0	0.0	2.0
7.0	93.0	103.0	0.0	2.0
8.0	68.0	104.0	0.0	2.0
10.0	43.0	105.0	0.0	2.0
18.0	40.0	106.0	0.0	2.0
22.0	94.0	107.0	0.0	2.0
27.0	80.0	108.0	0.0	2.0
28.0	91.0	109.0	0.0	2.0
36.0	60.0	110.0	0.0	2.0
41.0	74.0	111.0	0.0	2.0
49.0	62.0	112.0	0.0	2.0
51.0	99.0	113.0	0.0	3.0
58.0	90.0	114.0	0.0	2.0
61.0	110.0	115.0	0.0	3.0
82.0	84.0	116.0	0.0	2.0
96.0	109.0	117.0	0.0	3.0
2.0	24.0	118.0	1.0	2.0
4.0	78.0	119.0	1.0	2.0
9.0	11.0	120.0	1.0	2.0
13.0	102.0	121.0	1.0	3.0
14.0	59.0	122.0	1.0	2.0
23.0	55.0	123.0	1.0	2.0
25.0	89.0	124.0	1.0	2.0
26.0	108.0	125.0	1.0	3.0
29.0	64.0	126.0	1.0	2.0
31.0	116.0	127.0	1.0	3.0
32.0	104.0	128.0	1.0	3.0
38.0	52.0	129.0	1.0	2.0
53.0	70.0	130.0	1.0	2.0
72.0	95.0	131.0	1.0	2.0
81.0	100.0	132.0	1.0	3.0
105.0	115.0	133.0	1.0	5.0
107.0	124.0	134.0	1.5	4.0
106.0	128.0	135.0	1.6667	5.0
121.0	122.0	136.0	1.8333	5.0
12.0	66.0	137.0	2.0	2.0
19.0	98.0	138.0	2.0	2.0
39.0	113.0	139.0	2.0	4.0
56.0	79.0	140.0	2.0	2.0
67.0	85.0	141.0	2.0	2.0
88.0	103.0	142.0	2.0	3.0
35.0	130.0	143.0	2.5	3.0
112.0	131.0	144.0	2.5	4.0
123.0	135.0	145.0	2.5	7.0
111.0	127.0	146.0	2.6667	5.0
37.0	44.0	147.0	3.0	2.0
54.0	138.0	148.0	3.0	3.0
69.0	97.0	149.0	3.0	2.0
87.0	101.0	150.0	3.0	3.0
34.0	126.0	151.0	3.5	3.0
117.0	129.0	152.0	3.5	5.0
15.0	48.0	153.0	4.0	2.0
45.0	114.0	154.0	4.0	3.0
83.0	132.0	155.0	4.3333	4.0
50.0	133.0	156.0	4.4	6.0
21.0	146.0	157.0	4.6	6.0
57.0	136.0	158.0	4.6	6.0
137.0	143.0	159.0	4.6667	5.0
134.0	139.0	160.0	4.75	8.0
46.0	63.0	161.0	5.0	2.0
118.0	148.0	162.0	5.5	5.0
141.0	145.0	163.0	5.7143	9.0
144.0	152.0	164.0	6.15	9.0
120.0	125.0	165.0	6.1667	5.0
119.0	156.0	166.0	6.8333	8.0
20.0	73.0	167.0	7.0	2.0
71.0	153.0	168.0	7.0	3.0
33.0	159.0	169.0	7.2	6.0
147.0	155.0	170.0	7.75	6.0
158.0	161.0	171.0	8.6667	8.0
42.0	86.0	172.0	9.0	2.0
157.0	164.0	173.0	9.5	15.0
150.0	165.0	174.0	10.8	8.0
151.0	162.0	175.0	11.4667	8.0
140.0	163.0	176.0	11.5556	11.0
154.0	168.0	177.0	12.3333	6.0
160.0	173.0	178.0	14.5917	23.0
166.0	169.0	179.0	14.625	14.0
17.0	170.0	180.0	18.3333	7.0
167.0	176.0	181.0	19.0455	13.0
172.0	175.0	182.0	20.0	10.0
65.0	181.0	183.0	25.3846	14.0
77.0	178.0	184.0	25.6087	24.0
75.0	174.0	185.0	26.75	9.0
171.0	177.0	186.0	28.5	14.0
142.0	149.0	187.0	30.1667	5.0
180.0	186.0	188.0	45.0714	21.0
92.0	185.0	189.0	45.2222	10.0
184.0	187.0	190.0	53.0583	29.0
179.0	189.0	191.0	55.6571	24.0
182.0	190.0	192.0	98.8103	39.0
183.0	188.0	193.0	114.6667	35.0
191.0	193.0	194.0	235.7952	59.0
192.0	194.0	195.0	413.6862	98.0
76.0	195.0	196.0	623.9184	99.0
