cluster1	cluster2	clusterNew	distance	size
2.0	67.0	99.0	0.0	2.0
4.0	29.0	100.0	0.0	2.0
6.0	25.0	101.0	0.0	2.0
8.0	32.0	102.0	0.0	2.0
14.0	62.0	103.0	0.0	2.0
22.0	96.0	104.0	0.0	2.0
23.0	94.0	105.0	0.0	2.0
28.0	48.0	106.0	0.0	2.0
34.0	42.0	107.0	0.0	2.0
35.0	70.0	108.0	0.0	2.0
37.0	56.0	109.0	0.0	2.0
43.0	60.0	110.0	0.0	2.0
44.0	68.0	111.0	0.0	2.0
45.0	77.0	112.0	0.0	2.0
53.0	71.0	113.0	0.0	2.0
55.0	81.0	114.0	0.0	2.0
58.0	85.0	115.0	0.0	2.0
63.0	73.0	116.0	0.0	2.0
74.0	91.0	117.0	0.0	2.0
76.0	88.0	118.0	0.0	2.0
78.0	103.0	119.0	0.0	3.0
87.0	97.0	120.0	0.0	2.0
0.0	72.0	121.0	1.0	2.0
1.0	116.0	122.0	1.0	3.0
3.0	75.0	123.0	1.0	2.0
5.0	11.0	124.0	1.0	2.0
9.0	39.0	125.0	1.0	2.0
15.0	20.0	126.0	1.0	2.0
16.0	114.0	127.0	1.0	3.0
18.0	111.0	128.0	1.0	3.0
19.0	100.0	129.0	1.0	3.0
21.0	113.0	130.0	1.0	3.0
30.0	40.0	131.0	1.0	2.0
31.0	82.0	132.0	1.0	2.0
33.0	51.0	133.0	1.0	2.0
36.0	65.0	134.0	1.0	2.0
38.0	64.0	135.0	1.0	2.0
46.0	110.0	136.0	1.0	3.0
49.0	117.0	137.0	1.0	3.0
50.0	61.0	138.0	1.0	2.0
57.0	101.0	139.0	1.0	3.0
79.0	105.0	140.0	1.0	3.0
83.0	106.0	141.0	1.0	3.0
90.0	112.0	142.0	1.0	3.0
99.0	115.0	143.0	1.0	4.0
104.0	119.0	144.0	1.0	5.0
107.0	118.0	145.0	1.0	4.0
109.0	140.0	146.0	1.3333	5.0
80.0	124.0	147.0	1.5	3.0
98.0	133.0	148.0	1.5	3.0
120.0	125.0	149.0	1.5	4.0
139.0	144.0	150.0	1.7333	8.0
121.0	137.0	151.0	1.8333	5.0
122.0	126.0	152.0	1.8333	5.0
128.0	131.0	153.0	1.8333	5.0
130.0	143.0	154.0	1.8333	7.0
132.0	141.0	155.0	1.8333	5.0
12.0	108.0	156.0	2.0	3.0
17.0	26.0	157.0	2.0	2.0
52.0	93.0	158.0	2.0	2.0
59.0	142.0	159.0	2.3333	4.0
24.0	135.0	160.0	2.5	3.0
66.0	156.0	161.0	2.6667	4.0
27.0	147.0	162.0	3.0	4.0
92.0	157.0	163.0	3.0	3.0
134.0	145.0	164.0	3.0	6.0
47.0	154.0	165.0	3.2857	8.0
95.0	151.0	166.0	3.4	6.0
102.0	152.0	167.0	3.4	7.0
84.0	123.0	168.0	3.5	3.0
10.0	129.0	169.0	3.6667	4.0
148.0	149.0	170.0	3.75	7.0
150.0	155.0	171.0	3.85	13.0
86.0	89.0	172.0	4.0	2.0
136.0	164.0	173.0	4.1667	9.0
158.0	160.0	174.0	4.3333	5.0
138.0	159.0	175.0	4.75	6.0
127.0	146.0	176.0	4.8667	8.0
161.0	169.0	177.0	5.25	8.0
165.0	168.0	178.0	5.7917	11.0
153.0	167.0	179.0	6.0286	12.0
162.0	163.0	180.0	6.25	7.0
13.0	171.0	181.0	6.7692	14.0
7.0	172.0	182.0	7.0	3.0
69.0	174.0	183.0	8.4	6.0
175.0	179.0	184.0	10.25	18.0
178.0	180.0	185.0	10.8831	18.0
173.0	177.0	186.0	12.4861	17.0
181.0	184.0	187.0	14.2143	32.0
170.0	183.0	188.0	16.8571	13.0
182.0	186.0	189.0	21.902	20.0
166.0	188.0	190.0	26.2436	19.0
176.0	187.0	191.0	26.3438	40.0
185.0	191.0	192.0	34.3278	58.0
54.0	189.0	193.0	46.95	21.0
190.0	193.0	194.0	52.4962	40.0
41.0	192.0	195.0	99.8966	59.0
194.0	195.0	196.0	108.1466	99.0
