#id: 3
#name: S.cerevisiae - Whole organism (Integrated)
#score: 23.39
#weight: 
#description: integrated dataset: weighted average of all S.cerevisiae WHOLE_ORGANISM datasets<br/><b>Interaction consistency score</b>: 23.39&nbsp<b>Coverage</b>: 96
#organ: WHOLE_ORGANISM
#integrated : true
#coverage: 96
#publication_year: 2015
#filename: 4932-WHOLE_ORGANISM-integrated.txt
#
internal_id	string_external_id	abundance
634504	4932.YOL159C	1.27
629247	4932.YBR185C	33.0
629187	4932.YBR129C	18.1
630138	4932.YDR290W	1.17
629844	4932.YDR019C	163
629210	4932.YBR150C	7.33
630780	4932.YFL031C-A	1.16
630653	4932.YER119C	1.08
633753	4932.YMR196W	62.8
632796	4932.YKR105C	1.08
630362	4932.YDR499W	10.9
632524	4932.YKL068W-A	0.277
632183	4932.YJL133C-A	0.913
629509	4932.YCR054C	84.0
632407	4932.YJR123W	1152
632859	4932.YLL061W	4.03
629942	4932.YDR110W	17.0
630281	4932.YDR419W	16.4
634753	4932.YOR221C	15.7
635161	4932.YPL214C	2.44
629038	4932.YBL108C-A	1.09
631056	4932.YGL165C	1.41
634403	4932.YOL064C	220
628941	4932.YBL023C	32.7
634806	4932.YOR274W	26.7
631788	4932.YHR213W	1.48
634866	4932.YOR329C	14.5
632873	4932.YLR005W	33.2
629958	4932.YDR124W	38.1
634175	4932.YNL267W	18.7
632195	4932.YJL143W	44.4
632845	4932.YLL047W	1.29
633374	4932.YLR461W	1.04
632919	4932.YLR050C	20.2
634647	4932.YOR124C	47.0
629896	4932.YDR067C	3.67
634829	4932.YOR296W	5.05
632087	4932.YJL044C	33.0
635415	4932.YPR164W	2.04
630486	4932.YEL060C	90.4
630122	4932.YDR274C	1.32
633413	4932.YML026C	1287
635305	4932.YPR066W	10.6
630072	4932.YDR229W	35.6
629753	4932.YDL181W	32.0
629068	4932.YBR022W	20.5
630725	4932.YER177W	2294
633437	4932.YML048W	217
628986	4932.YBL064C	82.0
631547	4932.YHR006W	55.5
632684	4932.YKL221W	1.3
631017	4932.YGL126W	12.9
633056	4932.YLR167W	3002
633830	4932.YMR270C	2.59
633191	4932.YLR293C	385
633120	4932.YLR228C	3.78
632336	4932.YJR053W	12.8
632224	4932.YJL171C	62.9
630232	4932.YDR374C	1.34
632472	4932.YKL021C	66.6
629739	4932.YDL167C	47.3
633294	4932.YLR388W	1382
633279	4932.YLR373C	37.3
632318	4932.YJR035W	2.28
632743	4932.YKR054C	5.79
632036	4932.YIR034C	1012
630900	4932.YGL013C	15.7
632351	4932.YJR068W	105
631385	4932.YGR207C	215
630055	4932.YDR212W	119
630173	4932.YDR321W	40.2
633950	4932.YNL052W	75.5
631079	4932.YGL188C	1.19
633922	4932.YNL025C	2.57
631289	4932.YGR121W-A	0.125
631256	4932.YGR091W	26.9
629805	4932.YDL232W	117
635061	4932.YPL119C	28.2
633134	4932.YLR242C	1.6
633569	4932.YMR031W-A	1.24
632434	4932.YJR148W	357
633752	4932.YMR195W	36.8
634429	4932.YOL087C	48.1
634038	4932.YNL134C	220
628840	4932.YAL037W	1.26
631037	4932.YGL146C	1.21
629506	4932.YCR051W	84.2
629334	4932.YBR262C	37.0
635146	4932.YPL199C	73.8
633498	4932.YML101C-A	0.244
630787	4932.YFL036W	110
629782	4932.YDL209C	32.7
631863	4932.YIL051C	2064
634998	4932.YPL057C	13.2
634264	4932.YNR010W	15.5
630220	4932.YDR365C	91.2
633208	4932.YLR308W	1.24
634077	4932.YNL169C	23.9
630859	4932.YFR034C	1.26
631626	4932.YHR070W	60.4
630322	4932.YDR460W	34.0
634015	4932.YNL112W	616
631534	4932.YHL047C	1.17
634901	4932.YOR360C	65.6
634873	4932.YOR335C	1079
630207	4932.YDR354C-A	0.273
632559	4932.YKL100W-A	0.314
631145	4932.YGL251C	1.32
630699	4932.YER156C	144
635205	4932.YPL255W	13.3
634617	4932.YOR095C	161
630461	4932.YEL038W	40.3
629390	4932.YCL014W	10.1
634362	4932.YOL025W	4.51
635155	4932.YPL208W	60.2
634492	4932.YOL147C	49.3
634189	4932.YNL280C	55.2
629831	4932.YDR007W	24.3
631982	4932.YIL160C	8.18
635329	4932.YPR089W	42.5
629303	4932.YBR233W	16.4
635065	4932.YPL122C	81.5
629652	4932.YDL086W	62.4
633880	4932.YMR313C	35.2
631070	4932.YGL179C	0.401
631287	4932.YGR120C	50.7
633384	4932.YML001W	91.7
632826	4932.YLL028W	49.1
630525	4932.YER016W	38.4
630300	4932.YDR438W	1.2
634119	4932.YNL211C	2.11
632995	4932.YLR124W	1.05
633450	4932.YML058W-A	2.56
631404	4932.YGR226C	1.2
632894	4932.YLR026C	16.9
632348	4932.YJR065C	96.4
631656	4932.YHR094C	219
633637	4932.YMR095C	3.67
630676	4932.YER138C	10.2
629597	4932.YDL033C	15.2
633815	4932.YMR255W	216
631783	4932.YHR209W	44.3
631141	4932.YGL247W	6.63
629553	4932.YCR100C	1.42
630380	4932.YDR516C	144
628785	4932.Q0130	0.014
635181	4932.YPL233W	38.0
634787	4932.YOR255W	1.14
634583	4932.YOR063W	3109
634732	4932.YOR200W	1.91
631430	4932.YGR251W	21.7
635286	4932.YPR047W	28.6
630090	4932.YDR246W-A	0.207
629873	4932.YDR044W	210
630432	4932.YEL016C	2.04
634473	4932.YOL128C	1.92
632615	4932.YKL153W	1.24
630767	4932.YFL019C	1.17
633685	4932.YMR139W	77.3
634207	4932.YNL296W	1.14
634700	4932.YOR172W	3.38
634627	4932.YOR105W	31.3
630409	4932.YDR541C	0.23
635386	4932.YPR143W	116
630193	4932.YDR340W	1.38
634233	4932.YNL322C	50.7
635031	4932.YPL090C	1556
635318	4932.YPR078C	1.48
628979	4932.YBL058W	108
630813	4932.YFL062W	2.37
634105	4932.YNL197C	85.4
633352	4932.YLR439W	79.8
629468	4932.YCR020C	4.67
629428	4932.YCL051W	2.66
629549	4932.YCR097W	1.34
630078	4932.YDR235W	19.1
631087	4932.YGL194C-A	0.152
630549	4932.YER038C	2.44
635365	4932.YPR125W	149
631598	4932.YHR049W	309
629051	4932.YBR007C	9.02
634941	4932.YPL001W	16.8
632082	4932.YJL038C	1.18
634230	4932.YNL319W	1.26
635432	4932.YPR178W	19.9
634066	4932.YNL159C	4.07
628808	4932.YAL014C	1.95
629470	4932.YCR020W-B	53.6
629314	4932.YBR243C	0.137
633070	4932.YLR181C	62.5
629523	4932.YCR073C	1.69
633975	4932.YNL075W	9.84
635094	4932.YPL150W	3.64
632057	4932.YJL012C	193
632111	4932.YJL065C	35.0
632708	4932.YKR020W	10.5
633593	4932.YMR053C	1.52
632521	4932.YKL066W	1.27
633538	4932.YMR004W	28.5
630609	4932.YER083C	31.0
635121	4932.YPL176C	4.75
631740	4932.YHR172W	24.9
633157	4932.YLR263W	2.31
629814	4932.YDL240W	5.86
630262	4932.YDR401W	1.54
630835	4932.YFR013W	23.8
631555	4932.YHR013C	200
634378	4932.YOL040C	736
631237	4932.YGR072W	20.8
629411	4932.YCL035C	101
631831	4932.YIL023C	11.3
634329	4932.YNR073C	1.55
635454	4932.YPR200C	0.017
631887	4932.YIL072W	1.81
633228	4932.YLR327C	27.7
629298	4932.YBR229C	6.85
633531	4932.YML133C	1.26
634654	4932.YOR131C	17.6
630746	4932.YFL002W-B	1.73
634155	4932.YNL247W	419
634574	4932.YOR054C	2.81
630850	4932.YFR028C	83.5
631470	4932.YGR290W	1.35
629212	4932.YBR152W	30.4
634592	4932.YOR072W	1.39
630140	4932.YDR292C	51.4
634687	4932.YOR161C-C	39.4
632794	4932.YKR103W	2.42
633751	4932.YMR194W	690
633717	4932.YMR167W	5.74
634781	4932.YOR249C	4.58
630651	4932.YER117W	2022
634835	4932.YOR301W	1.65
632681	4932.YKL218C	4.01
629085	4932.YBR039W	547
630252	4932.YDR391C	96.7
632861	4932.YLL063C	1.43
628911	4932.YAR070C	1.22
634808	4932.YOR276W	392
633876	4932.YMR309C	935
634611	4932.YOR089C	138
631437	4932.YGR258C	9.49
634052	4932.YNL146C-A	0.108
633733	4932.YMR180C	1.19
631054	4932.YGL163C	2.87
634476	4932.YOL131W	1.95
629620	4932.YDL056W	7.55
628939	4932.YBL021C	28.2
631797	4932.YHR215W	482
632843	4932.YLL045C	3049
633037	4932.YLR156W	3.54
632875	4932.YLR007W	0.167
634169	4932.YNL261W	9.47
633594	4932.YMR054W	13.6
629894	4932.YDR065W	16.2
634649	4932.YOR126C	5.49
632089	4932.YJL046W	1.63
632768	4932.YKR078W	14.0
634720	4932.YOR191W	3.43
630120	4932.YDR272W	179
631469	4932.YGR289C	4.22
633407	4932.YML020W	15.5
632973	4932.YLR103C	17.8
634827	4932.YOR294W	20.3
630488	4932.YEL062W	5.62
635303	4932.YPR064W	1.47
635269	4932.YPR031W	4.2
632907	4932.YLR038C	132
633996	4932.YNL096C	1004
629867	4932.YDR038C	15.2
629760	4932.YDL187C	1.16
629070	4932.YBR024W	21.7
630717	4932.YER171W	141
629611	4932.YDL047W	74.7
633434	4932.YML046W	42.6
631015	4932.YGL124C	4.7
633838	4932.YMR276W	74.3
630485	4932.YEL059W	0.143
629732	4932.YDL160C-A	2.05
633054	4932.YLR165C	1.31
629520	4932.YCR069W	4.27
632686	4932.YKL223W	0.028
633009	4932.YLR138W	21.9
632479	4932.YKL027W	72.6
632226	4932.YJL173C	83.6
629985	4932.YDR152W	284
632587	4932.YKL127W	177
630157	4932.YDR309C	13.1
633292	4932.YLR386W	114
633277	4932.YLR371W	4.25
629741	4932.YDL169C	1.28
632961	4932.YLR092W	1.48
633334	4932.YLR423C	5.39
633612	4932.YMR072W	201
632316	4932.YJR033C	8.85
632745	4932.YKR056W	33.2
630898	4932.YGL011C	331
632038	4932.YIR036C	37.0
633668	4932.YMR123W	124
631238	4932.YGR073C	0.093
631387	4932.YGR209C	614
633072	4932.YLR183C	5.4
633948	4932.YNL050C	3.85
633868	4932.YMR304C-A	1.05
633132	4932.YLR240W	20.7
634559	4932.YOR039W	256
629807	4932.YDL234C	29.7
630970	4932.YGL080W	50.2
634040	4932.YNL136W	5.32
632502	4932.YKL049C	11.8
632363	4932.YJR080C	38.0
634294	4932.YNR038W	127
631031	4932.YGL140C	17.4
629405	4932.YCL029C	8.41
630789	4932.YFL038C	65.0
632415	4932.YJR131W	77.7
634266	4932.YNR012W	17.8
634013	4932.YNL110C	149
628877	4932.YAL068C	0.017
630224	4932.YDR367W	56.9
631629	4932.YHR072W	94.0
635000	4932.YPL059W	83.7
631147	4932.YGL253W	3106
631517	4932.YHL032C	16.9
628880	4932.YAR002C-A	265
631531	4932.YHL045W	1.27
634876	4932.YOR337W	10.2
633544	4932.YMR010W	16.1
634619	4932.YOR097C	11.9
631680	4932.YHR118C	27.8
630965	4932.YGL075C	7.46
634360	4932.YOL023W	36.2
635203	4932.YPL253C	13.0
634523	4932.YOR008C-A	1.18
630697	4932.YER154W	85.2
629374	4932.YBR300C	1.36
630459	4932.YEL036C	10.5
629332	4932.YBR260C	38.0
635067	4932.YPL124W	5.83
628846	4932.YAL042W	74.8
628836	4932.YAL035W	359
629306	4932.YBR235W	2.92
629824	4932.YDR001C	61.7
631984	4932.YIL162W	22.6
634486	4932.YOL141W	15.7
631712	4932.YHR145C	1.16
629258	4932.YBR195C	5.59
631849	4932.YIL039W	27.8
631291	4932.YGR122W	5.58
635033	4932.YPL092W	1.23
631332	4932.YGR161C-C	14.1
631333	4932.YGR161C-D	8.28
633882	4932.YMR315W	210
634969	4932.YPL029W	17.3
630245	4932.YDR384C	19.5
633391	4932.YML007W	19.6
630582	4932.YER063W	114
630344	4932.YDR481C	60.1
630523	4932.YER014W	89.8
635280	4932.YPR041W	814
634121	4932.YNL213C	12.2
632455	4932.YKL006C-A	7.41
629730	4932.YDL159W-A	0.982
629106	4932.YBR058C	35.2
632892	4932.YLR024C	3.03
632940	4932.YLR071C	10.0
631654	4932.YHR092C	1.02
629772	4932.YDL199C	1.71
630296	4932.YDR434W	78.4
630730	4932.YER181C	1.2
634136	4932.YNL228W	1.42
629628	4932.YDL064W	67.7
629595	4932.YDL031W	76.5
633817	4932.YMR257C	6.3
629039	4932.YBL108W	1.14
630378	4932.YDR514C	4.11
634785	4932.YOR253W	90.0
634734	4932.YOR202W	19.8
630426	4932.YEL010W	1.14
631139	4932.YGL245W	903
631164	4932.YGR006W	1.52
631244	4932.YGR079W	1.34
629686	4932.YDL119C	17.9
632613	4932.YKL151C	50.3
631091	4932.YGL198W	1.72
632563	4932.YKL104C	300
629017	4932.YBL091C-A	2.99
633265	4932.YLR361C-A	1.6
629201	4932.YBR141W-A	0.095
634698	4932.YOR170W	1.3
631825	4932.YIL019W	3.57
633461	4932.YML069W	247
632707	4932.YKR019C	2.65
632736	4932.YKR047W	1.68
631459	4932.YGR279C	263
628977	4932.YBL056W	213
629472	4932.YCR022C	1.72
632813	4932.YLL015W	7.64
634103	4932.YNL195C	2.13
630811	4932.YFL060C	3.13
630008	4932.YDR173C	25.6
633642	4932.YMR100W	1.03
629434	4932.YCL057W	153
629122	4932.YBR072W	307
629049	4932.YBR005W	4.09
635363	4932.YPR123C	1.34
629745	4932.YDL173W	37.2
632330	4932.YJR047C	131
633540	4932.YMR006C	5.4
628812	4932.YAL016W	368
628991	4932.YBL068W-A	0.242
631553	4932.YHR011W	9.46
635096	4932.YPL152W	23.9
632202	4932.YJL150W	1.0
633977	4932.YNL077W	4.88
629162	4932.YBR109C	198
629233	4932.YBR172C	46.1
630199	4932.YDR346C	617
632055	4932.YJL010C	61.0
634416	4932.YOL077W-A	37.5
631391	4932.YGR213C	1.61
629307	4932.YBR236C	27.3
633915	4932.YNL019C	1.28
629816	4932.YDL242W	1.52
631884	4932.YIL070C	110
630612	4932.YER085C	1.4
632280	4932.YJL225C	1.2
632518	4932.YKL064W	9.82
633160	4932.YLR265C	5.42
632710	4932.YKR022C	9.93
633184	4932.YLR287C	122
635119	4932.YPL174C	3.39
634590	4932.YOR070C	6.65
630264	4932.YDR403W	0.984
634435	4932.YOL093W	46.4
634380	4932.YOL042W	37.1
629251	4932.YBR189W	1845
629413	4932.YCL037C	291
631833	4932.YIL025C	1.55
630413	4932.YDR545C-A	0.007
634327	4932.YNR071C	1.53
633529	4932.YML131W	17.2
634153	4932.YNL245C	12.3
634278	4932.YNR024W	19.6
630759	4932.YFL013W-A	1.47
633230	4932.YLR329W	1.19
634984	4932.YPL043W	170
633858	4932.YMR294W-A	1.37
632451	4932.YKL002W	12.3
630181	4932.YDR328C	39.6
632004	4932.YIR009W	8.81
629214	4932.YBR154C	15.2
632869	4932.YLR001C	8.36
632792	4932.YKR101W	1.71
633788	4932.YMR230W-A	0.088
630649	4932.YER115C	1.72
631686	4932.YHR124W	0.27
630689	4932.YER148W	45.2
629505	4932.YCR050C	1.13
630921	4932.YGL033W	1.2
634837	4932.YOR303W	242
631901	4932.YIL087C	3.86
633746	4932.YMR192W	28.1
633786	4932.YMR229C	284
632836	4932.YLL038C	29.7
634576	4932.YOR056C	95.2
634453	4932.YOL108C	10.3
634802	4932.YOR270C	638
629938	4932.YDR106W	1.2
634407	4932.YOL068C	15.0
633735	4932.YMR182C	12.9
629268	4932.YBR201W	3.3
632841	4932.YLL043W	19.2
630277	4932.YDR415C	1.75
631052	4932.YGL161C	11.3
634478	4932.YOL133W	10.8
634171	4932.YNL263C	3.96
631799	4932.YHR217C	1.22
629962	4932.YDR128W	7.51
633836	4932.YMR274C	0.29
630539	4932.YER028C	2.79
633592	4932.YMR052W	17.0
631838	4932.YIL029W-A	0.395
633760	4932.YMR203W	195
632766	4932.YKR076W	19.7
630068	4932.YDR225W	169
630118	4932.YDR270W	3.89
634709	4932.YOR181W	81.2
631408	4932.YGR230W	1.27
635301	4932.YPR062W	540
630396	4932.YDR528W	6.4
630720	4932.YER173W	8.69
629072	4932.YBR026C	81.8
629758	4932.YDL185W	2556
629144	4932.YBR091C	1.85
633994	4932.YNL094W	21.4
630945	4932.YGL056C	203
635175	4932.YPL227C	109
629572	4932.YDL010W	22.0
633406	4932.YML019W	12.3
629608	4932.YDL045C	2.81
633051	4932.YLR163C	36.0
633067	4932.YLR178C	28.1
632688	4932.YKL225W	1.14
631480	4932.YHL002C-A	0.109
632228	4932.YJL175W	2.79
629004	4932.YBL079W	50.1
633955	4932.YNL056W	42.7
630743	4932.YFL001W	65.1
632477	4932.YKL025C	27.5
630688	4932.YER147C-A	0.211
632634	4932.YKL170W	42.5
635401	4932.YPR157W	1.23
635379	4932.YPR137C-B	5.98
635378	4932.YPR137C-A	18.6
633290	4932.YLR384C	149
635001	4932.YPL060W	5.71
633493	4932.YML099C	5.77
633332	4932.YLR421C	138
632959	4932.YLR090W	86.1
629785	4932.YDL212W	92.7
632347	4932.YJR064W	244
633409	4932.YML022W	207
630560	4932.YER046W	1.33
633565	4932.YMR029C	65.3
632031	4932.YIR030C	6.9
632739	4932.YKR050W	1.09
633665	4932.YMR121C	594
630905	4932.YGL017W	21.2
629719	4932.YDL150W	41.7
633935	4932.YNL038W	0.042
631541	4932.YHR001W-A	79.5
634512	4932.YOL165C	1.31
631958	4932.YIL139C	1.36
633138	4932.YLR246W	1.24
632403	4932.YJR119C	7.13
633262	4932.YLR359W	191
633088	4932.YLR199C	36.3
632260	4932.YJL206C	1.29
631962	4932.YIL142W	112
630972	4932.YGL082W	104
634042	4932.YNL138W	216
629809	4932.YDL236W	129
631033	4932.YGL142C	1.48
631356	4932.YGR179C	26.3
631267	4932.YGR102C	8.23
629198	4932.YBR139W	124
631760	4932.YHR188C	44.1
632565	4932.YKL106C-A	1.26
634019	4932.YNL116W	17.2
632369	4932.YJR087W	87.4
630215	4932.YDR361C	145
633358	4932.YLR445W	1.51
631149	4932.YGL255W	62.8
630826	4932.YFR007W	3.48
633234	4932.YLR333C	1703
631665	4932.YHR103W	6.01
631514	4932.YHL030W	58.4
630967	4932.YGL077C	53.2
635151	4932.YPL204W	114
635201	4932.YPL251W	1.08
631813	4932.YIL009C-A	1.37
629376	4932.YBR302C	2.25
634613	4932.YOR091W	74.6
631184	4932.YGR026W	71.1
628843	4932.YAL040C	1.26
630136	4932.YDR288W	23.4
631101	4932.YGL208W	9.17
634193	4932.YNL284C	70.2
631986	4932.YIL164C	1.29
634488	4932.YOL143C	72.0
629308	4932.YBR237W	10.4
629262	4932.YBR197C	20.2
631714	4932.YHR147C	69.1
631293	4932.YGR124W	1823
635069	4932.YPL126W	98.3
634783	4932.YOR251C	68.8
635435	4932.YPR181C	140
629385	4932.YCL008C	11.3
630490	4932.YEL064C	0.021
633388	4932.YML005W	12.1
634936	4932.YOR393W	17.1
629526	4932.YCR075W-A	0.528
629623	4932.YDL059C	7.46
634736	4932.YOR204W	265
630428	4932.YEL012W	22.3
628961	4932.YBL040C	79.5
635282	4932.YPR043W	763
630243	4932.YDR382W	5840
630346	4932.YDR483W	354
630580	4932.YER061C	23.9
632890	4932.YLR022C	219
633309	4932.YLR402W	1.33
632942	4932.YLR073C	6.41
630732	4932.YER183C	10.0
631652	4932.YHR090C	3.48
629630	4932.YDL066W	348
631575	4932.YHR030C	97.2
629367	4932.YBR295W	3.47
629976	4932.YDR143C	3.63
631816	4932.YIL011W	0.901
630457	4932.YEL034W	1118
631497	4932.YHL015W	1839
634306	4932.YNR050C	1036
632671	4932.YKL208W	2.28
631162	4932.YGR004W	4.67
633507	4932.YML110C	79.6
630937	4932.YGL048C	202
631137	4932.YGL243W	1.56
632566	4932.YKL106W	66.6
635267	4932.YPR029C	50.8
632078	4932.YJL034W	3282
630799	4932.YFL048C	77.6
632987	4932.YLR117C	21.2
634704	4932.YOR176W	312
634632	4932.YOR109W	58.2
629014	4932.YBL089W	1.03
629648	4932.YDL084W	882
629431	4932.YCL055W	37.0
631006	4932.YGL116W	4.07
628975	4932.YBL054W	11.6
629474	4932.YCR024C	9.15
633644	4932.YMR102C	12.9
629521	4932.YCR071C	44.7
630010	4932.YDR175C	44.3
634718	4932.YOR189W	23.9
634679	4932.YOR154W	29.4
635361	4932.YPR121W	0.017
629119	4932.YBR070C	8.54
634939	4932.YOR396C-A	0.007
634812	4932.YOR280C	6.48
634226	4932.YNL315C	47.3
635428	4932.YPR174C	45.3
632328	4932.YJR045C	392
633542	4932.YMR008C	5.69
630202	4932.YDR349C	5.11
629743	4932.YDL171C	651
632516	4932.YKL062W	2.69
632293	4932.YJR010W	53.6
632272	4932.YJL218W	1.6
633111	4932.YLR222C	115
629923	4932.YDR093W	21.9
633844	4932.YMR282C	27.2
631926	4932.YIL109C	76.2
630771	4932.YFL022C	165
635051	4932.YPL109C	22.3
632208	4932.YJL156C	0.351
633971	4932.YNL071W	233
633630	4932.YMR088C	1.4
631389	4932.YGR211W	632
632600	4932.YKL139W	14.2
632115	4932.YJL069C	147
630197	4932.YDR344C	2.45
632061	4932.YJL016W	36.6
630185	4932.YDR332W	2.41
635136	4932.YPL189W	1.45
633181	4932.YLR285W	82.2
633162	4932.YLR267W	2.99
629792	4932.YDL219W	57.8
633913	4932.YNL017C	1.08
629536	4932.YCR086W	21.3
635117	4932.YPL172C	2.15
632712	4932.YKR024C	34.8
629216	4932.YBR156C	5.4
634599	4932.YOR076C	7.37
630484	4932.YEL059C-A	3.95
630266	4932.YDR405W	96.1
634433	4932.YOL091W	1.77
629407	4932.YCL031C	72.2
631835	4932.YIL027C	85.0
633372	4932.YLR459W	2.02
634049	4932.YNL144C	1.27
634280	4932.YNR026C	71.3
631530	4932.YHL044W	1.45
635459	4932.YPR204W	1.25
634208	4932.YNL297C	54.9
629231	4932.YBR170C	52.4
631319	4932.YGR149W	3.13
634982	4932.YPL041C	1.53
632658	4932.YKL193C	68.6
635338	4932.YPR099C	0.956
634658	4932.YOR135C	1.56
633210	4932.YLR310C	23.2
634262	4932.YNR008W	2.42
632436	4932.YJR150C	0.131
629375	4932.YBR301W	1.08
630755	4932.YFL011W	3.0
632871	4932.YLR003C	31.0
630647	4932.YER113C	11.3
631684	4932.YHR122W	28.9
631500	4932.YHL017W	131
634840	4932.YOR305W	14.4
631899	4932.YIL085C	25.8
633744	4932.YMR190C	2.35
629447	4932.YCL076W	1.27
634804	4932.YOR272W	177
634578	4932.YOR058C	8.92
630719	4932.YER172C-A	0.072
628872	4932.YAL064W-B	1.31
634899	4932.YOR358W	12.1
628896	4932.YAR029W	1.02
634146	4932.YNL238W	13.4
632252	4932.YJL198W	37.5
634480	4932.YOL135C	67.0
634860	4932.YOR323C	253
632839	4932.YLL041C	182
632763	4932.YKR074W	34.1
634727	4932.YOR195W	33.6
630537	4932.YER026C	0.567
633758	4932.YMR201C	11.5
632938	4932.YLR069C	91.9
633430	4932.YML042W	91.2
633589	4932.YMR050C	4.6
629898	4932.YDR069C	12.5
634832	4932.YOR298W	0.136
630492	4932.YEL066W	14.6
635273	4932.YPR035W	4433
630410	4932.YDR542W	0.394
630070	4932.YDR227W	12.2
635299	4932.YPR060C	462
631525	4932.YHL039W	63.0
629490	4932.YCR038C	19.7
634682	4932.YOR157C	179
634165	4932.YNL257C	26.0
629432	4932.YCL056C	2.67
629146	4932.YBR093C	203
629042	4932.YBL112C	0.042
629859	4932.YDR034C	6.98
630943	4932.YGL054C	121
633005	4932.YLR134W	3961
633048	4932.YLR161W	0.228
632552	4932.YKL096C-B	0.078
635173	4932.YPL225W	484
635222	4932.YPL270W	42.3
629574	4932.YDL012C	24.0
630061	4932.YDR218C	13.2
633198	4932.YLR299W	10.2
630747	4932.YFL003C	1.58
630472	4932.YEL049W	0.981
631030	4932.YGL139W	6.7
633952	4932.YNL054W	2.18
629989	4932.YDR156W	55.3
635003	4932.YPL062W	5.02
635399	4932.YPR155C	34.1
634660	4932.YOR137C	1.87
632636	4932.YKL172W	40.2
634247	4932.YNL336W	27.6
630153	4932.YDR305C	22.9
632102	4932.YJL057C	9.74
635339	4932.YPR100W	42.7
630212	4932.YDR358W	22.3
632204	4932.YJL152W	1.21
632965	4932.YLR096W	14.5
630033	4932.YDR194W-A	0.302
632741	4932.YKR052C	21.2
630553	4932.YER040W	8.45
629721	4932.YDL152W	3.08
630903	4932.YGL015C	1.22
632349	4932.YJR066W	9.47
633672	4932.YMR127C	2.73
631959	4932.YIL140W	10.6
634509	4932.YOL163W	1.27
633086	4932.YLR197W	612
629280	4932.YBR213W	1.47
628871	4932.YAL064W	0.919
632258	4932.YJL204C	27.9
633136	4932.YLR244C	376
632366	4932.YJR084W	31.3
633125	4932.YLR233C	2.07
629811	4932.YDL238C	4.58
630974	4932.YGL084C	16.8
633477	4932.YML084W	2.59
635271	4932.YPR033C	509
633288	4932.YLR382C	29.3
633029	4932.YLR154C-H	0.07
633028	4932.YLR154C-G	0.261
633108	4932.YLR219W	18.1
630217	4932.YDR363W	18.2
634017	4932.YNL114C	1.3
634071	4932.YNL163C	82.4
630824	4932.YFR005C	6.07
631522	4932.YHL036W	2.33
630877	4932.YFR050C	248
633232	4932.YLR331C	1.32
634325	4932.YNR069C	1.55
631295	4932.YGR126W	7.26
628890	4932.YAR019C	5.95
634542	4932.YOR024W	1.35
630961	4932.YGL071W	27.3
631151	4932.YGL257C	10.9
631178	4932.YGR020C	133
634615	4932.YOR093C	2.15
628851	4932.YAL046C	83.6
630037	4932.YDR198C	10.6
628842	4932.YAL039C	59.7
631265	4932.YGR100W	23.3
630578	4932.YER060W	2.1
631731	4932.YHR164C	10.7
634463	4932.YOL118C	1.55
630134	4932.YDR286C	2.17
631707	4932.YHR141C	571
635071	4932.YPL128C	70.7
632139	4932.YJL091C	13.1
629253	4932.YBR191W	458
630240	4932.YDR380W	111
630990	4932.YGL100W	16.1
631211	4932.YGR047C	11.8
630348	4932.YDR485C	8.32
635187	4932.YPL239W	278
635437	4932.YPR183W	151
634738	4932.YOR206W	342
628963	4932.YBL042C	35.2
634934	4932.YOR391C	2.51
630393	4932.YDR525W-A	231
629142	4932.YBR089W	1.74
632944	4932.YLR075W	2660
629100	4932.YBR054W	69.0
632888	4932.YLR020C	21.8
634125	4932.YNL217W	10.1
630588	4932.YER067W	121
631818	4932.YIL013C	1.07
635153	4932.YPL206C	54.8
629624	4932.YDL060W	47.2
629365	4932.YBR293W	4.47
634308	4932.YNR052C	36.7
631578	4932.YHR032W	0.079
630454	4932.YEL032W	304
634414	4932.YOL076W	95.3
629969	4932.YDR136C	1.33
631777	4932.YHR203C	2130
633509	4932.YML112W	31.6
631135	4932.YGL241W	30.7
629635	4932.YDL071C	0.285
635430	4932.YPR176C	15.3
629886	4932.YDR057W	6.28
632080	4932.YJL036W	19.3
630517	4932.YER009W	34.4
632985	4932.YLR115W	39.0
633011	4932.YLR140W	0.052
631004	4932.YGL114W	1.38
630713	4932.YER167W	2.52
633646	4932.YMR104C	15.3
630734	4932.YER185W	2.67
629768	4932.YDL195W	268
634107	4932.YNL199C	7.67
629478	4932.YCR026C	31.0
628973	4932.YBL052C	3.38
630704	4932.YER159C-A	14.1
629126	4932.YBR076W	1.37
634228	4932.YNL317W	73.7
632816	4932.YLL019C	1.77
629053	4932.YBR009C	4554
631602	4932.YHR052W	687
632714	4932.YKR026C	184
632326	4932.YJR043C	23.9
632295	4932.YJR012C	5.88
632514	4932.YKL060C	21866
629444	4932.YCL068C	1.2
629749	4932.YDL177C	8.91
633973	4932.YNL073W	27.1
633842	4932.YMR280C	2.34
630768	4932.YFL020C	1.39
634239	4932.YNL328C	8.79
632059	4932.YJL014W	226
631395	4932.YGR217W	2.28
634702	4932.YOR174W	41.0
635393	4932.YPR149W	259
633911	4932.YNL015W	103
629534	4932.YCR084C	138
631747	4932.YHR178W	6.25
635133	4932.YPL187W	0.698
633178	4932.YLR283W	1.03
635115	4932.YPL170W	64.3
632275	4932.YJL221C	0.038
630043	4932.YDR204W	14.9
629136	4932.YBR085C-A	87.6
