#id: 3
#name: S.cerevisiae - Whole organism (Integrated)
#score: 23.39
#weight: 
#description: integrated dataset: weighted average of all S.cerevisiae WHOLE_ORGANISM datasets<br/><b>Interaction consistency score</b>: 23.39&nbsp<b>Coverage</b>: 96
#organ: WHOLE_ORGANISM
#integrated : true
#coverage: 96
#publication_year: 2015
#filename: 4932-WHOLE_ORGANISM-integrated.txt
#
internal_id	string_external_id	abundance
630095	4932.YDR251W	50.3
630620	4932.YER089C	190
634597	4932.YOR074C	33.9
634968	4932.YPL028W	951
632439	4932.YJR152W	2.17
629983	4932.YDR150W	76.7
628884	4932.YAR008W	2.03
629218	4932.YBR158W	20.2
634439	4932.YOL097C	311
634633	4932.YOR110W	31.0
630269	4932.YDR407C	10.5
634274	4932.YNR020C	20.7
629330	4932.YBR258C	21.4
634053	4932.YNL146W	5.81
628801	4932.YAL007C	323
633156	4932.YLR262C-A	121
631933	4932.YIL115W-A	0.177
629291	4932.YBR223C	19.6
634149	4932.YNL241C	313
632206	4932.YJL154C	42.1
629921	4932.YDR091C	326
632171	4932.YJL123C	79.3
631620	4932.YHR066W	96.8
634988	4932.YPL047W	17.5
635134	4932.YPL188W	43.2
633185	4932.YLR287C-A	595
629237	4932.YBR176W	27.0
635118	4932.YPL173W	19.2
630848	4932.YFR026C	7.55
630231	4932.YDR373W	68.8
631132	4932.YGL238W	442
631613	4932.YHR060W	10.2
634031	4932.YNL128W	4.67
633212	4932.YLR312C	1.29
632656	4932.YKL191W	46.4
634260	4932.YNR006W	18.5
631682	4932.YHR120W	17.2
632219	4932.YJL166W	82.0
628904	4932.YAR050W	6.63
634482	4932.YOL137W	5.94
630398	4932.YDR530C	43.5
630645	4932.YER111C	7.73
630683	4932.YER144C	4.54
634377	4932.YOL039W	3935
631897	4932.YIL083C	74.1
631493	4932.YHL011C	144
630831	4932.YFR010W-A	0.054
631064	4932.YGL173C	298
633867	4932.YMR303C	378
630155	4932.YDR307W	13.0
630273	4932.YDR411C	11.1
629272	4932.YBR205W	32.9
634858	4932.YOR321W	24.1
633740	4932.YMR186W	3688
633840	4932.YMR278W	105
633007	4932.YLR136C	3.26
633532	4932.YML133W-A	0.635
631155	4932.YGL260W	1.84
633764	4932.YMR207C	6.14
633402	4932.YML015C	12.2
634729	4932.YOR197W	44.8
632779	4932.YKR089C	9.57
629604	4932.YDL041W	1.85
632761	4932.YKR072C	60.7
629576	4932.YDL014W	441
633428	4932.YML040W	18.0
632177	4932.YJL127W-A	1.44
630605	4932.YER079W	23.1
630535	4932.YER024W	31.6
634762	4932.YOR230W	363
631412	4932.YGR234W	3376
633731	4932.YMR178W	412
635276	4932.YPR037C	86.0
630494	4932.YEL068C	8.02
633990	4932.YNL090W	53.1
634842	4932.YOR307C	13.0
630941	4932.YGL052W	1.28
629148	4932.YBR095C	23.9
629865	4932.YDR036C	53.4
631207	4932.YGR043C	32.3
635171	4932.YPL223C	5.36
635224	4932.YPL272C	1.94
632277	4932.YJL222W-A	0.943
634336	4932.YOL002C	8.21
630749	4932.YFL005W	138
629457	4932.YCR010C	5.76
633699	4932.YMR152W	73.4
629987	4932.YDR154C	1.23
633670	4932.YMR125W	144
632314	4932.YJR031C	32.8
629401	4932.YCL026C-A	2.43
629402	4932.YCL026C-B	7.68
631285	4932.YGR118W	3082
632100	4932.YJL055W	226
635341	4932.YPR102C	899
634245	4932.YNL334C	2.7
631014	4932.YGL123W	821
630151	4932.YDR303C	47.5
635027	4932.YPL086C	59.8
628792	4932.Q0250	30.9
635397	4932.YPR153W	1.56
632755	4932.YKR066C	121
632800	4932.YLL003W	6.25
633336	4932.YLR425W	1.79
629941	4932.YDR109C	2.59
630064	4932.YDR221W	87.4
632979	4932.YLR109W	3903
632697	4932.YKR009C	30.9
633619	4932.YMR078C	3.22
632963	4932.YLR094C	11.4
629723	4932.YDL154W	1.05
632910	4932.YLR041W	1.28
632343	4932.YJR060W	176
634068	4932.YNL161W	8.92
631966	4932.YIL146C	87.2
633084	4932.YLR195C	22.6
632256	4932.YJL202C	0.072
634507	4932.YOL161C	1.22
633123	4932.YLR231C	39.9
632466	4932.YKL016C	156
635053	4932.YPL111W	630
632638	4932.YKL174C	1.94
632581	4932.YKL121W	5.44
633286	4932.YLR380W	148
634667	4932.YOR142W-B	4.49
634666	4932.YOR142W-A	13.7
633546	4932.YMR012W	460
630626	4932.YER093C	1.83
629774	4932.YDL201W	50.9
630332	4932.YDR468C	1.65
633285	4932.YLR379W	1.46
630822	4932.YFR003C	10.9
631843	4932.YIL033C	128
634909	4932.YOR368W	2.76
631297	4932.YGR128C	294
631860	4932.YIL048W	14.1
631961	4932.YIL142C-A	0.319
633238	4932.YLR337C	14.3
634395	4932.YOL056W	233
630880	4932.YFR052W	329
631253	4932.YGR088W	29.0
630963	4932.YGL073W	5.88
631154	4932.YGL259W	1.13
631180	4932.YGR022C	1.29
631271	4932.YGR106C	308
630976	4932.YGL086W	29.1
628848	4932.YAL044C	207
635321	4932.YPR081C	34.7
629180	4932.YBR124W	1.21
630132	4932.YDR284C	37.1
632145	4932.YJL097W	46.5
634644	4932.YOR121C	1.34
629256	4932.YBR193C	16.5
631709	4932.YHR143W	0.642
633043	4932.YLR157W-E	0.03
633042	4932.YLR157W-D	0.422
629381	4932.YCL004W	0.269
634983	4932.YPL042C	3.03
628965	4932.YBL044W	1.05
630292	4932.YDR430C	86.9
631370	4932.YGR193C	32.2
630350	4932.YDR487C	294
635439	4932.YPR185W	4.06
630584	4932.YER065C	547
632946	4932.YLR077W	4.76
629103	4932.YBR056W	53.8
634127	4932.YNL219C	45.5
631581	4932.YHR034C	37.8
628937	4932.YBL019W	5.61
634409	4932.YOL070C	29.2
629626	4932.YDL062W	1.63
631320	4932.YGR150C	38.8
635147	4932.YPL200W	0.026
634310	4932.YNR054C	125
629964	4932.YDR130C	2.95
631821	4932.YIL015W	21.0
630451	4932.YEL030W	202
629363	4932.YBR291C	15.9
633511	4932.YML114C	42.5
631775	4932.YHR201C	68.2
634210	4932.YNL299W	20.9
631166	4932.YGR008C	110
634222	4932.YNL311C	12.5
629788	4932.YDL215C	170
635422	4932.YPR170C	1.16
632074	4932.YJL030W	13.3
631427	4932.YGR248W	61.0
629124	4932.YBR074W	9.17
634675	4932.YOR150W	109
629884	4932.YDR055W	107
633424	4932.YML036W	5.91
629654	4932.YDL088C	43.8
632983	4932.YLR113W	173
633013	4932.YLR142W	7.7
632856	4932.YLL058W	18.2
629770	4932.YDL197C	18.0
630665	4932.YER130C	0.106
630711	4932.YER165W	2641
633649	4932.YMR106C	8.0
630736	4932.YER187W	2.88
631002	4932.YGL112C	81.4
633804	4932.YMR244W	1.36
629570	4932.YDL008W	11.6
628971	4932.YBL050W	118
632368	4932.YJR086W	69.1
632297	4932.YJR014W	258
631599	4932.YHR050W	2.35
634958	4932.YPL018W	14.5
635131	4932.YPL185W	1.34
632324	4932.YJR041C	35.1
629823	4932.YDL248W	3.21
632716	4932.YKR028W	10.1
632490	4932.YKL037W	1.12
633848	4932.YMR286W	26.3
629747	4932.YDL175C	20.0
632632	4932.YKL168C	10.8
630775	4932.YFL026W	43.4
629668	4932.YDL102W	44.7
630917	4932.YGL029W	56.4
629695	4932.YDL128W	88.0
635040	4932.YPL098C	2.98
633571	4932.YMR033W	31.9
635239	4932.YPR003C	4.41
631441	4932.YGR262C	35.1
630041	4932.YDR202C	34.3
631393	4932.YGR215W	20.2
633909	4932.YNL013C	1.34
630097	4932.YDR253C	2.73
629532	4932.YCR082W	13.2
632279	4932.YJL223C	1.3
634515	4932.YOR001W	40.9
632544	4932.YKL088W	42.2
630502	4932.YEL075W-A	0.079
633171	4932.YLR276C	65.5
632441	4932.YJR154W	15.5
634045	4932.YNL140C	14.9
634437	4932.YOL095C	23.7
634276	4932.YNR022C	29.8
630271	4932.YDR409W	3.87
629288	4932.YBR221C	176
630435	4932.YEL018C-A	0.152
630003	4932.YDR169C-A	1.03
629927	4932.YDR097C	55.0
634257	4932.YNR003W-A	0.017
629235	4932.YBR174C	1.11
632169	4932.YJL121C	323
632458	4932.YKL008C	40.7
629156	4932.YBR103W	18.4
634258	4932.YNR004W	16.8
634972	4932.YPL032C	57.3
631618	4932.YHR064C	1084
632662	4932.YKL197C	24.2
631379	4932.YGR202C	49.5
630236	4932.YDR377W	169
632002	4932.YIR007W	11.5
634986	4932.YPL045W	20.7
633215	4932.YLR314C	362
630842	4932.YFR020W	1.34
634029	4932.YNL126W	2.64
634864	4932.YOR327C	27.4
634484	4932.YOL139C	478
629274	4932.YBR207W	24.6
634177	4932.YNL269W	0.145
630400	4932.YDR532C	8.54
635234	4932.YPL283W-A	0.635
632673	4932.YKL210W	931
630686	4932.YER146W	9.24
631726	4932.YHR159W	6.52
635075	4932.YPL132W	1.68
631931	4932.YIL114C	4.86
632137	4932.YJL089W	1.28
632210	4932.YJL157C	5.18
633865	4932.YMR301C	35.5
628948	4932.YBL029W	2.95
633742	4932.YMR188C	47.9
631324	4932.YGR154C	1.7
634932	4932.YOR389W	1.18
633001	4932.YLR130C	8.18
630532	4932.YER022W	47.6
629199	4932.YBR140C	8.36
632759	4932.YKR070W	38.7
629578	4932.YDL016C	0.189
633762	4932.YMR205C	1573
634111	4932.YNL203C	1.14
632238	4932.YJL185C	1.17
633404	4932.YML017W	54.4
632777	4932.YKR087C	2.74
634765	4932.YOR232W	89.3
631461	4932.YGR281W	46.3
631414	4932.YGR236C	1.72
632781	4932.YKR091W	1.36
631495	4932.YHL013C	23.7
633739	4932.YMR185W	1.87
634844	4932.YOR309C	1.95
629150	4932.YBR097W	5.16
633784	4932.YMR227C	13.8
629855	4932.YDR030C	4.35
635168	4932.YPL221W	25.5
635226	4932.YPL274W	52.8
630475	4932.YEL051W	148
634338	4932.YOL004W	51.5
631172	4932.YGR014W	29.9
630939	4932.YGL050W	35.2
630727	4932.YER179W	1.77
633697	4932.YMR150C	1.54
633446	4932.YML056C	185
630750	4932.YFL007W	31.2
631073	4932.YGL182C	1.81
629459	4932.YCR012W	13227
633242	4932.YLR341W	1.43
635025	4932.YPL084W	121
630208	4932.YDR354W	62.8
630149	4932.YDR301W	11.4
632098	4932.YJL053W	17.2
635343	4932.YPR104C	10.2
635395	4932.YPR151C	1.65
634924	4932.YOR381W-A	2.58
634243	4932.YNL332W	1.36
633415	4932.YML028W	4644
632798	4932.YLL001W	134
629443	4932.YCL067C	0.872
631485	4932.YHL006C	1.47
631375	4932.YGR198W	31.4
630066	4932.YDR223W	1.14
632912	4932.YLR043C	367
632345	4932.YJR062C	21.4
629081	4932.YBR035C	106
631168	4932.YGR010W	18.9
634075	4932.YNL167C	11.3
628865	4932.YAL060W	174
631964	4932.YIL144W	16.2
631951	4932.YIL133C	860
633082	4932.YLR193C	12.9
632254	4932.YJL200C	315
629208	4932.YBR148W	1.63
635055	4932.YPL113C	3.11
632494	4932.YKL041W	33.4
633965	4932.YNL067W	2476
629919	4932.YDR089W	7.42
632464	4932.YKL014C	76.7
633129	4932.YLR237W	32.6
632640	4932.YKL176C	3.27
630093	4932.YDR249C	1.38
630623	4932.YER091C	5026
632025	4932.YIR024C	41.8
632290	4932.YJR008W	8.18
629776	4932.YDL203C	5.07
632956	4932.YLR087C	1.56
633104	4932.YLR215C	47.7
633475	4932.YML082W	34.9
630952	4932.YGL063C-A	0.485
634393	4932.YOL054W	57.6
630820	4932.YFR001W	50.3
634012	4932.YNL109W	1.48
632701	4932.YKR013W	3.38
630882	4932.YFR054C	3.68
631841	4932.YIL031W	6.62
632974	4932.YLR104W	22.2
633243	4932.YLR342W	166
633236	4932.YLR335W	169
632385	4932.YJR102C	1.46
634537	4932.YOR020C	358
631022	4932.YGL131C	2.23
632370	4932.YJR088C	102
631269	4932.YGR104C	11.5
633274	4932.YLR368W	1.01
629340	4932.YBR268W	24.5
635323	4932.YPR083W	6.24
631503	4932.YHL019W-A	0.069
630978	4932.YGL088W	1.42
631349	4932.YGR173W	265
630130	4932.YDR282C	4.07
629833	4932.YDR009W	8.56
632143	4932.YJL095W	3.74
631535	4932.YHL048C-A	0.105
629182	4932.YBR126C	238
634494	4932.YOL149W	52.2
631095	4932.YGL202W	734
632412	4932.YJR128W	1.66
635441	4932.YPR187W	142
630436	4932.YEL018W	11.2
630757	4932.YFL012W-A	0.08
630294	4932.YDR432W	1073
631372	4932.YGR195W	61.2
630994	4932.YGL104C	1.65
631896	4932.YIL082W-A	0.523
628967	4932.YBL046W	19.1
631583	4932.YHR036W	14.5
634411	4932.YOL072W	13.5
631050	4932.YGL159W	12.8
631823	4932.YIL017C	2.62
634468	4932.YOL123W	74.3
629966	4932.YDR132C	4.34
633513	4932.YML116W	33.1
634312	4932.YNR056C	0.902
630023	4932.YDR185C	8.27
629134	4932.YBR084C-A	1322
631781	4932.YHR207C	62.5
634128	4932.YNL220W	726
631224	4932.YGR060W	824
632076	4932.YJL032W	0.146
634224	4932.YNL313C	157
635208	4932.YPL257W-A	20.3
630919	4932.YGL031C	3460
634711	4932.YOR183W	1.35
632141	4932.YJL093C	1.49
635426	4932.YPR172W	24.4
629882	4932.YDR053W	1.26
632981	4932.YLR111W	0.028
633422	4932.YML034W	31.6
635261	4932.YPR023C	45.4
629826	4932.YDR003W	21.2
633015	4932.YLR144C	19.9
630498	4932.YEL072W	1.42
635297	4932.YPR058W	42.8
629582	4932.YDL020C	2.55
633453	4932.YML061C	10.9
629096	4932.YBR050C	1.51
629764	4932.YDL191W	5960
631663	4932.YHR101C	31.1
630708	4932.YER163C	18.7
635220	4932.YPL268W	1.62
630667	4932.YER132C	15.2
630552	4932.YER039C-A	2.15
631000	4932.YGL110C	59.5
630015	4932.YDR179W-A	3.48
633800	4932.YMR242C	796
634769	4932.YOR236W	32.1
635128	4932.YPL183C	51.7
629999	4932.YDR166C	50.8
635358	4932.YPR118W	37.1
631608	4932.YHR056C	13.6
632153	4932.YJL105W	1.34
632299	4932.YJR016C	2116
629666	4932.YDL100C	259
633846	4932.YMR284W	17.5
631227	4932.YGR063C	71.3
633573	4932.YMR035W	0.574
634706	4932.YOR178C	1.36
632699	4932.YKR011C	28.8
634123	4932.YNL215W	25.3
629939	4932.YDR107C	1.89
635241	4932.YPR005C	1.37
633942	4932.YNL044W	129
630039	4932.YDR200C	10.2
630099	4932.YDR255C	2.36
630745	4932.YFL002W-A	2.68
631439	4932.YGR260W	39.4
633907	4932.YNL011C	11.0
631625	4932.YHR070C-A	0.094
633169	4932.YLR274W	107
632443	4932.YJR156C	7.37
634521	4932.YOR007C	389
629793	4932.YDL220C	15.7
634047	4932.YNL142W	7.49
631561	4932.YHR019C	373
628798	4932.YAL003W	2586
631307	4932.YGR138C	15.2
631893	4932.YIL078W	861
630773	4932.YFL024C	12.4
629925	4932.YDR095C	1.59
632175	4932.YJL127C	14.9
629018	4932.YBL092W	1148
630804	4932.YFL053W	1.28
632211	4932.YJL158C	118
632618	4932.YKL156C-A	0.295
630234	4932.YDR375C	24.0
632601	4932.YKL140W	18.5
632660	4932.YKL195W	119
634087	4932.YNL179C	1.45
630170	4932.YDR320C	27.2
634255	4932.YNR002C	1.22
634970	4932.YPL030W	81.1
630314	4932.YDR452W	7.87
633217	4932.YLR316C	10.8
630844	4932.YFR022W	1.29
634027	4932.YNL124W	19.0
631118	4932.YGL225W	370
628893	4932.YAR023C	1.81
634893	4932.YOR352W	32.4
634862	4932.YOR325W	1.07
630402	4932.YDR534C	0.047
633894	4932.YMR324C	1.28
629466	4932.YCR018C-A	42.2
634589	4932.YOR069W	74.3
631202	4932.YGR038W	37.8
632689	4932.YKR001C	263
630679	4932.YER140W	2.9
630778	4932.YFL029C	18.3
629296	4932.YBR227C	147
633284	4932.YLR378C	452
631724	4932.YHR157W	1.31
635073	4932.YPL130W	2.04
631934	4932.YIL116W	93.2
634443	4932.YOL100W	9.02
631326	4932.YGR156W	23.2
630875	4932.YFR048W	15.6
631060	4932.YGL169W	16.5
633874	4932.YMR307W	641
634340	4932.YOL006C	81.0
634358	4932.YOL021C	76.3
633003	4932.YLR132C	5.1
630530	4932.YER020W	60.3
633397	4932.YML011C	13.9
634109	4932.YNL201C	68.7
630259	4932.YDR398W	321
629481	4932.YCR028C-A	95.9
630598	4932.YER075C	9.32
632240	4932.YJL187C	6.24
632886	4932.YLR018C	26.2
632775	4932.YKR085C	16.2
632932	4932.YLR063W	6.17
634767	4932.YOR234C	817
629361	4932.YBR289W	20.1
632783	4932.YKR093W	19.2
632675	4932.YKL212W	542
633778	4932.YMR221C	3.61
628776	4932.Q0070	0
634801	4932.YOR269W	2.73
634744	4932.YOR212W	117
629857	4932.YDR032C	145
631174	4932.YGR016W	1.98
630477	4932.YEL053C	29.0
630230	4932.YDR372C	60.7
633704	4932.YMR156C	1.41
629461	4932.YCR014C	1.9
631075	4932.YGL184C	3.58
631687	4932.YHR125W	1.14
633044	4932.YLR158C	1.23
633674	4932.YMR129W	91.6
628994	4932.YBL071C	1.38
635345	4932.YPR106W	5.68
629991	4932.YDR158W	1579
634692	4932.YOR164C	81.2
635023	4932.YPL082C	88.7
630313	4932.YDR451C	2.33
631463	4932.YGR283C	35.1
633726	4932.YMR174C	9.31
629504	4932.YCR049C	1.32
633340	4932.YLR429W	116
632805	4932.YLL007C	8.52
629441	4932.YCL065W	1.32
629484	4932.YCR032W	1.66
629937	4932.YDR105C	12.2
632914	4932.YLR045C	31.9
633961	4932.YNL063W	111
632967	4932.YLR098C	5.64
632041	4932.YIR038C	88.4
635059	4932.YPL117C	417
632747	4932.YKR058W	1.57
629079	4932.YBR033W	1.89
630226	4932.YDR369C	5.38
628867	4932.YAL062W	13.3
633366	4932.YLR453C	7.72
633862	4932.YMR298W	107
630203	4932.YDR350C	2.43
634073	4932.YNL165W	2.37
630105	4932.YDR261C	23.4
631949	4932.YIL131C	17.1
629206	4932.YBR146W	7.43
628849	4932.YAL044W-A	5.28
632462	4932.YKL012W	4.73
635057	4932.YPL115C	24.9
632217	4932.YJL164C	51.2
633963	4932.YNL065W	8.96
633927	4932.YNL030W	6154
633080	4932.YLR191W	69.2
632049	4932.YJL004C	5.71
630210	4932.YDR356W	19.4
629389	4932.YCL012C	6.38
632095	4932.YJL051W	2.01
633106	4932.YLR217W	1.15
632720	4932.YKR032W	0.999
631477	4932.YGR296C-B	0.007
631476	4932.YGR296C-A	0.635
629778	4932.YDL205C	101
633472	4932.YML080W	57.2
631750	4932.YHR180W	1.4
633552	4932.YMR016C	9.17
630631	4932.YER097W	1.35
631847	4932.YIL037C	3.02
634390	4932.YOL052C	107
630338	4932.YDR475C	21.4
630884	4932.YFR056C	1.09
630642	4932.YER107W-A	0.581
632383	4932.YJR100C	1.57
633241	4932.YLR340W	988
631607	4932.YHR055C	65.4
632496	4932.YKL043W	14.7
632303	4932.YJR020W	1.25
631347	4932.YGR171C	32.9
628854	4932.YAL048C	0.348
635325	4932.YPR085C	2.39
631093	4932.YGL200C	551
634536	4932.YOR019W	1.41
634564	4932.YOR044W	43.9
632850	4932.YLL052C	1.0
629175	4932.YBR120C	82.2
630128	4932.YDR280W	89.0
631703	4932.YHR138C	16.3
635443	4932.YPR189W	147
634791	4932.YOR259C	224
631374	4932.YGR197C	1.27
631913	4932.YIL099W	1.18
632822	4932.YLL024C	9666
631487	4932.YHL007C	47.9
630996	4932.YGL106W	39.1
634916	4932.YOR375C	2010
628969	4932.YBL048W	1.26
634540	4932.YOR022C	7.54
631585	4932.YHR038W	25.7
633627	4932.YMR086C-A	1.06
630597	4932.YER074W-A	0.556
634621	4932.YOR099W	120
634366	4932.YOL029C	1.45
634130	4932.YNL222W	2.16
628909	4932.YAR068W	1.22
633516	4932.YML118W	4.91
631779	4932.YHR205W	69.8
630025	4932.YDR187C	1.34
634466	4932.YOL121C	953
634314	4932.YNR058W	0.218
633798	4932.YMR240C	19.9
633772	4932.YMR215W	187
629880	4932.YDR051C	97.6
631226	4932.YGR062C	6.47
629128	4932.YBR078W	377
635188	4932.YPL240C	4515
629585	4932.YDL022W	332
635259	4932.YPR021C	2.12
631423	4932.YGR244C	162
630359	4932.YDR496C	252
630496	4932.YEL070W	2.63
633420	4932.YML032C	15.2
633017	4932.YLR146C	38.6
631223	4932.YGR059W	1.65
630411	4932.YDR543C	1.11
629766	4932.YDL193W	27.6
630587	4932.YER067C-A	0.424
629098	4932.YBR052C	190
630670	4932.YER134C	129
633988	4932.YNL088W	75.4
630706	4932.YER161C	28.4
629155	4932.YBR103C-A	1.13
629133	4932.YBR083W	16.8
629357	4932.YBR285W	4.21
630323	4932.YDR461C-A	0.378
629107	4932.YBR058C-A	21.4
634562	4932.YOR042W	57.2
629529	4932.YCR079W	6.4
629997	4932.YDR164C	13.5
632485	4932.YKL033W	8.58
633944	4932.YNL046W	8.52
632155	4932.YJL107C	14.7
635126	4932.YPL181W	19.5
631605	4932.YHR054C	0.092
629672	4932.YDL106C	56.5
631642	4932.YHR081W	21.5
634954	4932.YPL014W	8.03
629751	4932.YDL179W	1.71
630573	4932.YER056C	143
633455	4932.YML063W	4239
633328	4932.YLR417W	23.5
634290	4932.YNR034W-A	57.4
632953	4932.YLR084C	42.9
633621	4932.YMR080C	93.0
633575	4932.YMR037C	11.7
630913	4932.YGL025C	10.2
629556	4932.YCR102W-A	1.25
633519	4932.YML121W	18.8
635243	4932.YPR007C	0.328
633660	4932.YMR117C	28.7
629691	4932.YDL124W	203
630101	4932.YDR257C	67.9
631445	4932.YGR266W	45.0
631397	4932.YGR219W	2.77
631730	4932.YHR163W	101
632389	4932.YJR106W	1.31
631993	4932.YIL176C	0.998
630108	4932.YDR261W-A	2.97
630109	4932.YDR261W-B	1.49
633167	4932.YLR272C	24.7
634519	4932.YOR005C	2.13
629799	4932.YDL226C	162
632513	4932.YKL059C	19.4
630982	4932.YGL092W	95.9
629415	4932.YCL039W	14.5
631305	4932.YGR136W	34.0
630377	4932.YDR513W	364
630936	4932.YGL047W	23.9
632540	4932.YKL084W	3.72
633979	4932.YNL079C	199
630802	4932.YFL051C	1.16
632173	4932.YJL125C	82.4
629160	4932.YBR107C	3.82
629015	4932.YBL090W	13.2
635370	4932.YPR130C	1.22
632603	4932.YKL142W	124
634990	4932.YPL049C	23.5
634025	4932.YNL122C	3.57
632116	4932.YJL070C	12.0
634976	4932.YPL036W	1075
631998	4932.YIR003W	38.6
630312	4932.YDR450W	1096
631121	4932.YGL227W	19.2
634891	4932.YOR350C	13.5
631508	4932.YHL024W	2.26
630681	4932.YER142C	4.88
631198	4932.YGR036C	15.9
630404	4932.YDR536W	0.077
631773	4932.YHR199C-A	0.378
628796	4932.YAL001C	7.34
628858	4932.YAL054C	89.4
631722	4932.YHR155W	12.3
635080	4932.YPL136W	1.29
634445	4932.YOL102C	10.7
629323	4932.YBR252W	61.8
629294	4932.YBR225W	9.22
631927	4932.YIL110W	26.1
629230	4932.YBR169C	192
633870	4932.YMR305C	195
632133	4932.YJL085W	47.2
630491	4932.YEL065W	6.45
631878	4932.YIL066C	18.8
630480	4932.YEL055C	102
635447	4932.YPR193C	1.65
633400	4932.YML013W	116
635018	4932.YPL077C	1.45
634115	4932.YNL207W	112
630290	4932.YDR428C	2.16
632234	4932.YJL181W	1.64
634742	4932.YOR210W	117
628953	4932.YBL034C	45.5
634342	4932.YOL008W	1.19
630601	4932.YER077C	6.72
629141	4932.YBR089C-A	81.7
632958	4932.YLR089C	108
632773	4932.YKR083C	13.6
633766	4932.YMR209C	12.9
630663	4932.YER128W	26.4
632930	4932.YLR061W	1365
632677	4932.YKL214C	33.6
634430	4932.YOL088C	32.6
632785	4932.YKR095W	67.3
633780	4932.YMR223W	15.5
628773	4932.Q0055	0.007
628772	4932.Q0050	0.005
632994	4932.YLR123C	1.07
629163	4932.YBR109W-A	0.063
629502	4932.YCR047W-A	0.368
630438	4932.YEL020C	4.36
631306	4932.YGR137W	1.2
629463	4932.YCR016W	62.3
632072	4932.YJL028W	1.05
633702	4932.YMR154C	4.77
631077	4932.YGL186C	8.03
633022	4932.YLR149C-A	1.55
631099	4932.YGL206C	603
630981	4932.YGL091C	20.7
628998	4932.YBL073W	1.53
633471	4932.YML079W	33.1
633588	4932.YMR049C	130
630793	4932.YFL041W-A	0.379
634694	4932.YOR166C	1.43
635209	4932.YPL257W-B	10.4
631465	4932.YGR285C	1375
635307	4932.YPR068C	5.67
630233	4932.YDR374W-A	0.042
629482	4932.YCR030C	73.0
633729	4932.YMR176W	3.39
629439	4932.YCL063W	1.63
630563	4932.YER048C	62.9
629113	4932.YBR064W	1.36
629077	4932.YBR031W	873
632802	4932.YLL005C	1.19
634673	4932.YOR148C	10.2
632916	4932.YLR047C	1.38
629716	4932.YDL147W	233
633603	4932.YMR063W	1.37
633550	4932.YMR014W	49.8
632043	4932.YIR040C	0.028
630111	4932.YDR263C	0.218
631956	4932.YIL137C	100
629174	4932.YBR119W	25.7
630763	4932.YFL016C	137
632215	4932.YJL162C	2.68
629204	4932.YBR144C	1.61
629915	4932.YDR085C	1.42
633929	4932.YNL032W	39.6
635021	4932.YPL080C	0.548
631405	4932.YGR227W	1.69
629899	4932.YDR070C	39.6
632051	4932.YJL006C	22.1
634813	4932.YOR281C	96.0
631876	4932.YIL064W	44.9
630629	4932.YER095W	91.0
633059	4932.YLR170C	53.6
633479	4932.YML086C	237
632718	4932.YKR030W	1.34
629780	4932.YDL207W	23.2
633100	4932.YLR211C	2.43
631754	4932.YHR182W	15.4
629178	4932.YBR122C	18.3
631540	4932.YHR001W	37.3
630340	4932.YDR477W	104
629264	4932.YBR199W	285
634388	4932.YOL050C	1.24
631852	4932.YIL042C	41.1
631845	4932.YIL035C	105
631981	4932.YIL159W	6.82
633248	4932.YLR346C	2.08
633240	4932.YLR339C	0.258
634317	4932.YNR061C	5.26
632460	4932.YKL010C	82.7
630289	4932.YDR427W	219
631354	4932.YGR177C	31.5
632016	4932.YIR019C	0.036
632498	4932.YKL045W	4.22
632305	4932.YJR022W	18.2
632650	4932.YKL185W	18.1
633270	4932.YLR364W	13.3
635327	4932.YPR087W	1.39
632408	4932.YJR124C	0.078
634919	4932.YOR377W	19.8
632824	4932.YLL026W	681
629380	4932.YCL002C	1.29
630998	4932.YGL108C	29.4
631484	4932.YHL005C	1.36
630249	4932.YDR388W	219
631376	4932.YGR199W	1.5
631538	4932.YHL050C	1.32
631247	4932.YGR082W	102
630298	4932.YDR436W	5.21
630616	4932.YER087W	7.21
632576	4932.YKL116C	21.3
634856	4932.YOR319W	26.8
631286	4932.YGR119C	135
628908	4932.YAR066W	0.159
630017	4932.YDR181C	11.2
634472	4932.YOL127W	1171
634132	4932.YNL224C	17.3
628817	4932.YAL020C	1.37
629347	4932.YBR275C	4.53
628931	4932.YBL013W	11.6
634716	4932.YOR187W	614
631416	4932.YGR238C	4.95
631228	4932.YGR064W	0.993
633774	4932.YMR217W	591
630923	4932.YGL035C	15.2
629475	4932.YCR024C-A	1344
630357	4932.YDR494W	8.29
631425	4932.YGR246C	40.2
630503	4932.YEL076C	1.29
635190	4932.YPL242C	3.57
635265	4932.YPR027C	1.17
630045	4932.YDR206W	4.27
629587	4932.YDL024C	1.25
633797	4932.YMR239C	52.9
632896	4932.YLR028C	245
629131	4932.YBR081C	36.0
629853	4932.YDR028C	54.2
631667	4932.YHR105W	2.62
632001	4932.YIR006C	79.1
634725	4932.YOR193W	5.37
629643	4932.YDL079C	15.4
629563	4932.YDL002C	39.2
634088	4932.YNL180C	39.8
629995	4932.YDR162C	6.56
632149	4932.YJL101C	76.8
628992	4932.YBL069W	18.8
633937	4932.YNL040W	26.9
632093	4932.YJL049W	25.8
634652	4932.YOR129C	8.58
633609	4932.YMR069W	3.88
629054	4932.YBR010W	1837
629670	4932.YDL104C	14.1
632579	4932.YKL119C	22.2
