true	pred
0.6470588235294118	0.5544649685323418
0.41818181818181815	0.3430494710108868
0.24561403508771928	0.32642557584624055
0.9384615384615385	0.7707520784140666
0.3142857142857143	0.32642557584624055
0.4925373134328358	0.5237114470964476
0.37777777777777777	0.3336009158726444
0.66	0.5499469583679417
0.2	0.3759675632260818
0.24489795918367346	0.31607612292455367
0.5230769230769231	0.5417432490753282
0.5	0.459121974136899
0.5098039215686274	0.5448947110309292
0.27586206896551724	0.3205189373287646
0.2978723404255319	0.3336009158726444
0.3484848484848485	0.5338910180461875
