start_ss	ss	pos	val
other	a1	1	0.01
other	a1	2	0.014
other	a1	3	0.017
other	a1	4	0.024
other	a1	5	0.045
other	a1	6	0.059
other	a1	7	0.08
other	a1	8	0.094
other	a1	9	0.101
other	a1	10	0.121
other	a1	11	0.132
other	a1	12	0.142
other	a1	13	0.163
other	a1	14	0.17
other	a1	15	0.177
other	a1	16	0.187
other	a1	17	0.198
other	a1	18	0.212
other	a1	19	0.219
other	a1	20	0.222
other	a1	21	0.243
other	a1	22	0.257
other	a1	23	0.274
other	a1	24	0.302
other	a1	25	0.312
other	a1	26	0.326
other	a1	27	0.337
other	a1	28	0.347
other	a1	29	0.361
other	a1	30	0.368
other	a1	31	0.389
other	a1	32	0.41
other	a1	33	0.423
other	a1	34	0.437
other	a1	35	0.451
other	a1	36	0.462
other	a1	37	0.472
other	a1	38	0.486
other	a1	39	0.507
other	a1	40	0.517
other	a1	41	0.524
other	a1	42	0.545
other	a1	43	0.562
other	a1	44	0.569
other	a1	45	0.58
other	a1	46	0.59
other	a1	47	0.593
other	a1	48	0.6
other	a1	49	0.611
other	a1	50	0.621
other	a1	51	0.632
other	a1	52	0.639
other	a1	53	0.639
other	a1	54	0.639
other	a1	55	0.646
other	a1	56	0.656
other	a1	57	0.663
other	a1	58	0.666
other	a1	59	0.677
other	a1	60	0.68
other	a1	61	0.684
other	a1	62	0.684
other	a1	63	0.684
other	a1	64	0.687
other	a1	65	0.705
other	a1	66	0.708
other	a1	67	0.715
other	a1	68	0.715
other	a1	69	0.725
other	a1	70	0.736
other	a1	71	0.736
other	a1	72	0.743
other	a1	73	0.75
other	a1	74	0.753
other	a1	75	0.76
other	a1	76	0.774
other	a1	77	0.784
other	a1	78	0.795
other	a1	79	0.798
other	a1	80	0.802
other	a1	81	0.816
other	a1	82	0.826
other	a1	83	0.84
other	a1	84	0.847
other	a1	85	0.854
other	a1	86	0.861
other	a1	87	0.868
other	a1	88	0.888
other	a1	89	0.902
other	a1	90	0.913
other	a1	91	0.923
other	a1	92	0.934
other	a1	93	0.941
other	a1	94	0.958
other	a1	95	0.972
other	a1	96	0.986
other	a1	97	1.003
other	a1	98	1.003
other	a1	99	1.003
other	a2	1	0.01
other	a2	2	0.015
other	a2	3	0.02
other	a2	4	0.024
other	a2	5	0.039
other	a2	6	0.044
other	a2	7	0.059
other	a2	8	0.068
other	a2	9	0.078
other	a2	10	0.083
other	a2	11	0.088
other	a2	12	0.088
other	a2	13	0.103
other	a2	14	0.107
other	a2	15	0.127
other	a2	16	0.146
other	a2	17	0.156
other	a2	18	0.166
other	a2	19	0.181
other	a2	20	0.181
other	a2	21	0.186
other	a2	22	0.186
other	a2	23	0.19
other	a2	24	0.205
other	a2	25	0.225
other	a2	26	0.249
other	a2	27	0.249
other	a2	28	0.254
other	a2	29	0.269
other	a2	30	0.273
other	a2	31	0.278
other	a2	32	0.278
other	a2	33	0.293
other	a2	34	0.298
other	a2	35	0.322
other	a2	36	0.327
other	a2	37	0.327
other	a2	38	0.332
other	a2	39	0.332
other	a2	40	0.337
other	a2	41	0.342
other	a2	42	0.356
other	a2	43	0.361
other	a2	44	0.366
other	a2	45	0.391
other	a2	46	0.415
other	a2	47	0.435
other	a2	48	0.444
other	a2	49	0.464
other	a2	50	0.474
other	a2	51	0.483
other	a2	52	0.483
other	a2	53	0.493
other	a2	54	0.513
other	a2	55	0.518
other	a2	56	0.527
other	a2	57	0.532
other	a2	58	0.552
other	a2	59	0.557
other	a2	60	0.571
other	a2	61	0.591
other	a2	62	0.601
other	a2	63	0.61
other	a2	64	0.62
other	a2	65	0.625
other	a2	66	0.635
other	a2	67	0.659
other	a2	68	0.664
other	a2	69	0.679
other	a2	70	0.693
other	a2	71	0.718
other	a2	72	0.723
other	a2	73	0.732
other	a2	74	0.752
other	a2	75	0.776
other	a2	76	0.791
other	a2	77	0.801
other	a2	78	0.806
other	a2	79	0.815
other	a2	80	0.835
other	a2	81	0.845
other	a2	82	0.845
other	a2	83	0.854
other	a2	84	0.874
other	a2	85	0.889
other	a2	86	0.898
other	a2	87	0.903
other	a2	88	0.908
other	a2	89	0.918
other	a2	90	0.937
other	a2	91	0.942
other	a2	92	0.957
other	a2	93	0.967
other	a2	94	0.967
other	a2	95	0.967
other	a2	96	0.976
other	a2	97	0.991
other	a2	98	0.996
other	a2	99	0.996
other	a3	1	0.044
other	a3	2	0.077
other	a3	3	0.088
other	a3	4	0.098
other	a3	5	0.106
other	a3	6	0.12
other	a3	7	0.139
other	a3	8	0.146
other	a3	9	0.153
other	a3	10	0.16
other	a3	11	0.171
other	a3	12	0.179
other	a3	13	0.182
other	a3	14	0.193
other	a3	15	0.201
other	a3	16	0.215
other	a3	17	0.222
other	a3	18	0.233
other	a3	19	0.237
other	a3	20	0.244
other	a3	21	0.252
other	a3	22	0.263
other	a3	23	0.266
other	a3	24	0.266
other	a3	25	0.281
other	a3	26	0.284
other	a3	27	0.31
other	a3	28	0.321
other	a3	29	0.325
other	a3	30	0.336
other	a3	31	0.346
other	a3	32	0.361
other	a3	33	0.368
other	a3	34	0.376
other	a3	35	0.387
other	a3	36	0.401
other	a3	37	0.419
other	a3	38	0.438
other	a3	39	0.449
other	a3	40	0.452
other	a3	41	0.467
other	a3	42	0.478
other	a3	43	0.489
other	a3	44	0.507
other	a3	45	0.518
other	a3	46	0.525
other	a3	47	0.54
other	a3	48	0.547
other	a3	49	0.565
other	a3	50	0.573
other	a3	51	0.591
other	a3	52	0.591
other	a3	53	0.609
other	a3	54	0.62
other	a3	55	0.631
other	a3	56	0.646
other	a3	57	0.66
other	a3	58	0.671
other	a3	59	0.678
other	a3	60	0.678
other	a3	61	0.689
other	a3	62	0.697
other	a3	63	0.697
other	a3	64	0.7
other	a3	65	0.704
other	a3	66	0.708
other	a3	67	0.711
other	a3	68	0.722
other	a3	69	0.722
other	a3	70	0.722
other	a3	71	0.733
other	a3	72	0.74
other	a3	73	0.748
other	a3	74	0.755
other	a3	75	0.777
other	a3	76	0.784
other	a3	77	0.802
other	a3	78	0.806
other	a3	79	0.806
other	a3	80	0.813
other	a3	81	0.824
other	a3	82	0.842
other	a3	83	0.857
other	a3	84	0.883
other	a3	85	0.897
other	a3	86	0.901
other	a3	87	0.904
other	a3	88	0.912
other	a3	89	0.919
other	a3	90	0.923
other	a3	91	0.926
other	a3	92	0.934
other	a3	93	0.948
other	a3	94	0.956
other	a3	95	0.966
other	a3	96	0.974
other	a3	97	0.977
other	a3	98	0.992
other	a3	99	0.992
other	a4	1	0.0
other	a4	2	0.0
other	a4	3	0.0
other	a4	4	0.0
other	a4	5	0.0
other	a4	6	0.007
other	a4	7	0.022
other	a4	8	0.029
other	a4	9	0.029
other	a4	10	0.037
other	a4	11	0.037
other	a4	12	0.051
other	a4	13	0.059
other	a4	14	0.081
other	a4	15	0.088
other	a4	16	0.103
other	a4	17	0.103
other	a4	18	0.103
other	a4	19	0.11
other	a4	20	0.118
other	a4	21	0.125
other	a4	22	0.162
other	a4	23	0.162
other	a4	24	0.162
other	a4	25	0.184
other	a4	26	0.191
other	a4	27	0.213
other	a4	28	0.228
other	a4	29	0.235
other	a4	30	0.265
other	a4	31	0.279
other	a4	32	0.309
other	a4	33	0.309
other	a4	34	0.316
other	a4	35	0.316
other	a4	36	0.331
other	a4	37	0.353
other	a4	38	0.368
other	a4	39	0.368
other	a4	40	0.368
other	a4	41	0.375
other	a4	42	0.382
other	a4	43	0.39
other	a4	44	0.397
other	a4	45	0.397
other	a4	46	0.412
other	a4	47	0.419
other	a4	48	0.419
other	a4	49	0.434
other	a4	50	0.434
other	a4	51	0.441
other	a4	52	0.449
other	a4	53	0.463
other	a4	54	0.485
other	a4	55	0.493
other	a4	56	0.493
other	a4	57	0.507
other	a4	58	0.507
other	a4	59	0.515
other	a4	60	0.522
other	a4	61	0.522
other	a4	62	0.537
other	a4	63	0.551
other	a4	64	0.559
other	a4	65	0.574
other	a4	66	0.581
other	a4	67	0.596
other	a4	68	0.596
other	a4	69	0.596
other	a4	70	0.61
other	a4	71	0.61
other	a4	72	0.618
other	a4	73	0.632
other	a4	74	0.647
other	a4	75	0.654
other	a4	76	0.662
other	a4	77	0.691
other	a4	78	0.706
other	a4	79	0.706
other	a4	80	0.721
other	a4	81	0.735
other	a4	82	0.757
other	a4	83	0.779
other	a4	84	0.809
other	a4	85	0.831
other	a4	86	0.846
other	a4	87	0.868
other	a4	88	0.882
other	a4	89	0.897
other	a4	90	0.926
other	a4	91	0.926
other	a4	92	0.934
other	a4	93	0.934
other	a4	94	0.949
other	a4	95	0.956
other	a4	96	0.963
other	a4	97	0.971
other	a4	98	1.0
other	a4	99	1.0
other	a5	1	0.026
other	a5	2	0.03
other	a5	3	0.046
other	a5	4	0.053
other	a5	5	0.069
other	a5	6	0.086
other	a5	7	0.099
other	a5	8	0.115
other	a5	9	0.132
other	a5	10	0.155
other	a5	11	0.168
other	a5	12	0.188
other	a5	13	0.201
other	a5	14	0.204
other	a5	15	0.221
other	a5	16	0.231
other	a5	17	0.234
other	a5	18	0.247
other	a5	19	0.254
other	a5	20	0.264
other	a5	21	0.273
other	a5	22	0.28
other	a5	23	0.29
other	a5	24	0.303
other	a5	25	0.306
other	a5	26	0.313
other	a5	27	0.32
other	a5	28	0.336
other	a5	29	0.349
other	a5	30	0.359
other	a5	31	0.376
other	a5	32	0.385
other	a5	33	0.395
other	a5	34	0.415
other	a5	35	0.422
other	a5	36	0.425
other	a5	37	0.432
other	a5	38	0.441
other	a5	39	0.458
other	a5	40	0.474
other	a5	41	0.488
other	a5	42	0.491
other	a5	43	0.504
other	a5	44	0.507
other	a5	45	0.514
other	a5	46	0.517
other	a5	47	0.534
other	a5	48	0.547
other	a5	49	0.56
other	a5	50	0.576
other	a5	51	0.593
other	a5	52	0.619
other	a5	53	0.636
other	a5	54	0.649
other	a5	55	0.679
other	a5	56	0.692
other	a5	57	0.695
other	a5	58	0.705
other	a5	59	0.725
other	a5	60	0.735
other	a5	61	0.748
other	a5	62	0.758
other	a5	63	0.771
other	a5	64	0.791
other	a5	65	0.804
other	a5	66	0.814
other	a5	67	0.824
other	a5	68	0.833
other	a5	69	0.847
other	a5	70	0.863
other	a5	71	0.87
other	a5	72	0.876
other	a5	73	0.886
other	a5	74	0.889
other	a5	75	0.893
other	a5	76	0.903
other	a5	77	0.906
other	a5	78	0.912
other	a5	79	0.922
other	a5	80	0.929
other	a5	81	0.936
other	a5	82	0.939
other	a5	83	0.942
other	a5	84	0.945
other	a5	85	0.952
other	a5	86	0.959
other	a5	87	0.962
other	a5	88	0.965
other	a5	89	0.965
other	a5	90	0.968
other	a5	91	0.972
other	a5	92	0.975
other	a5	93	0.975
other	a5	94	0.978
other	a5	95	0.985
other	a5	96	0.992
other	a5	97	1.001
other	a5	98	1.008
other	a5	99	1.008
other	b1	1	0.008
other	b1	2	0.013
other	b1	3	0.026
other	b1	4	0.037
other	b1	5	0.042
other	b1	6	0.05
other	b1	7	0.058
other	b1	8	0.066
other	b1	9	0.085
other	b1	10	0.098
other	b1	11	0.116
other	b1	12	0.13
other	b1	13	0.135
other	b1	14	0.151
other	b1	15	0.159
other	b1	16	0.164
other	b1	17	0.177
other	b1	18	0.191
other	b1	19	0.212
other	b1	20	0.228
other	b1	21	0.236
other	b1	22	0.246
other	b1	23	0.259
other	b1	24	0.267
other	b1	25	0.278
other	b1	26	0.286
other	b1	27	0.302
other	b1	28	0.32
other	b1	29	0.334
other	b1	30	0.349
other	b1	31	0.363
other	b1	32	0.376
other	b1	33	0.381
other	b1	34	0.389
other	b1	35	0.402
other	b1	36	0.416
other	b1	37	0.431
other	b1	38	0.442
other	b1	39	0.45
other	b1	40	0.479
other	b1	41	0.487
other	b1	42	0.487
other	b1	43	0.498
other	b1	44	0.503
other	b1	45	0.511
other	b1	46	0.521
other	b1	47	0.532
other	b1	48	0.543
other	b1	49	0.551
other	b1	50	0.559
other	b1	51	0.566
other	b1	52	0.569
other	b1	53	0.574
other	b1	54	0.582
other	b1	55	0.59
other	b1	56	0.598
other	b1	57	0.604
other	b1	58	0.611
other	b1	59	0.619
other	b1	60	0.633
other	b1	61	0.638
other	b1	62	0.649
other	b1	63	0.659
other	b1	64	0.672
other	b1	65	0.683
other	b1	66	0.699
other	b1	67	0.707
other	b1	68	0.723
other	b1	69	0.733
other	b1	70	0.739
other	b1	71	0.757
other	b1	72	0.768
other	b1	73	0.781
other	b1	74	0.797
other	b1	75	0.813
other	b1	76	0.829
other	b1	77	0.834
other	b1	78	0.839
other	b1	79	0.852
other	b1	80	0.868
other	b1	81	0.879
other	b1	82	0.889
other	b1	83	0.897
other	b1	84	0.905
other	b1	85	0.913
other	b1	86	0.921
other	b1	87	0.929
other	b1	88	0.929
other	b1	89	0.934
other	b1	90	0.942
other	b1	91	0.953
other	b1	92	0.964
other	b1	93	0.974
other	b1	94	0.979
other	b1	95	0.985
other	b1	96	0.99
other	b1	97	0.99
other	b1	98	0.99
other	b1	99	0.99
other	b2	1	0.048
other	b2	2	0.048
other	b2	3	0.054
other	b2	4	0.059
other	b2	5	0.07
other	b2	6	0.086
other	b2	7	0.107
other	b2	8	0.112
other	b2	9	0.123
other	b2	10	0.15
other	b2	11	0.161
other	b2	12	0.177
other	b2	13	0.198
other	b2	14	0.219
other	b2	15	0.23
other	b2	16	0.23
other	b2	17	0.236
other	b2	18	0.252
other	b2	19	0.268
other	b2	20	0.273
other	b2	21	0.284
other	b2	22	0.3
other	b2	23	0.321
other	b2	24	0.332
other	b2	25	0.343
other	b2	26	0.353
other	b2	27	0.364
other	b2	28	0.369
other	b2	29	0.375
other	b2	30	0.375
other	b2	31	0.38
other	b2	32	0.391
other	b2	33	0.396
other	b2	34	0.412
other	b2	35	0.423
other	b2	36	0.434
other	b2	37	0.434
other	b2	38	0.439
other	b2	39	0.439
other	b2	40	0.444
other	b2	41	0.455
other	b2	42	0.471
other	b2	43	0.482
other	b2	44	0.482
other	b2	45	0.498
other	b2	46	0.498
other	b2	47	0.498
other	b2	48	0.498
other	b2	49	0.498
other	b2	50	0.503
other	b2	51	0.509
other	b2	52	0.514
other	b2	53	0.514
other	b2	54	0.519
other	b2	55	0.519
other	b2	56	0.53
other	b2	57	0.541
other	b2	58	0.551
other	b2	59	0.551
other	b2	60	0.562
other	b2	61	0.562
other	b2	62	0.567
other	b2	63	0.573
other	b2	64	0.573
other	b2	65	0.573
other	b2	66	0.578
other	b2	67	0.583
other	b2	68	0.589
other	b2	69	0.605
other	b2	70	0.61
other	b2	71	0.616
other	b2	72	0.616
other	b2	73	0.621
other	b2	74	0.626
other	b2	75	0.626
other	b2	76	0.637
other	b2	77	0.642
other	b2	78	0.658
other	b2	79	0.669
other	b2	80	0.691
other	b2	81	0.712
other	b2	82	0.728
other	b2	83	0.733
other	b2	84	0.755
other	b2	85	0.782
other	b2	86	0.798
other	b2	87	0.814
other	b2	88	0.819
other	b2	89	0.835
other	b2	90	0.846
other	b2	91	0.851
other	b2	92	0.867
other	b2	93	0.878
other	b2	94	0.899
other	b2	95	0.915
other	b2	96	0.942
other	b2	97	0.974
other	b2	98	1.001
other	b2	99	1.001
other	b3	1	0.02
other	b3	2	0.047
other	b3	3	0.055
other	b3	4	0.075
other	b3	5	0.087
other	b3	6	0.106
other	b3	7	0.11
other	b3	8	0.13
other	b3	9	0.15
other	b3	10	0.158
other	b3	11	0.177
other	b3	12	0.189
other	b3	13	0.205
other	b3	14	0.209
other	b3	15	0.233
other	b3	16	0.256
other	b3	17	0.272
other	b3	18	0.288
other	b3	19	0.307
other	b3	20	0.327
other	b3	21	0.355
other	b3	22	0.363
other	b3	23	0.374
other	b3	24	0.382
other	b3	25	0.386
other	b3	26	0.402
other	b3	27	0.402
other	b3	28	0.414
other	b3	29	0.418
other	b3	30	0.43
other	b3	31	0.437
other	b3	32	0.445
other	b3	33	0.449
other	b3	34	0.457
other	b3	35	0.465
other	b3	36	0.469
other	b3	37	0.473
other	b3	38	0.485
other	b3	39	0.497
other	b3	40	0.501
other	b3	41	0.501
other	b3	42	0.512
other	b3	43	0.512
other	b3	44	0.524
other	b3	45	0.532
other	b3	46	0.536
other	b3	47	0.544
other	b3	48	0.548
other	b3	49	0.552
other	b3	50	0.556
other	b3	51	0.556
other	b3	52	0.56
other	b3	53	0.568
other	b3	54	0.568
other	b3	55	0.568
other	b3	56	0.568
other	b3	57	0.579
other	b3	58	0.591
other	b3	59	0.591
other	b3	60	0.595
other	b3	61	0.619
other	b3	62	0.627
other	b3	63	0.635
other	b3	64	0.638
other	b3	65	0.646
other	b3	66	0.65
other	b3	67	0.662
other	b3	68	0.67
other	b3	69	0.678
other	b3	70	0.686
other	b3	71	0.698
other	b3	72	0.705
other	b3	73	0.721
other	b3	74	0.725
other	b3	75	0.737
other	b3	76	0.753
other	b3	77	0.772
other	b3	78	0.788
other	b3	79	0.808
other	b3	80	0.816
other	b3	81	0.824
other	b3	82	0.832
other	b3	83	0.851
other	b3	84	0.859
other	b3	85	0.875
other	b3	86	0.899
other	b3	87	0.91
other	b3	88	0.926
other	b3	89	0.934
other	b3	90	0.938
other	b3	91	0.946
other	b3	92	0.946
other	b3	93	0.954
other	b3	94	0.958
other	b3	95	0.966
other	b3	96	0.97
other	b3	97	0.977
other	b3	98	1.005
other	b3	99	1.005
other	b4	1	0.018
other	b4	2	0.027
other	b4	3	0.036
other	b4	4	0.042
other	b4	5	0.049
other	b4	6	0.056
other	b4	7	0.06
other	b4	8	0.067
other	b4	9	0.072
other	b4	10	0.074
other	b4	11	0.08
other	b4	12	0.092
other	b4	13	0.101
other	b4	14	0.11
other	b4	15	0.116
other	b4	16	0.121
other	b4	17	0.127
other	b4	18	0.134
other	b4	19	0.141
other	b4	20	0.156
other	b4	21	0.161
other	b4	22	0.168
other	b4	23	0.174
other	b4	24	0.183
other	b4	25	0.19
other	b4	26	0.192
other	b4	27	0.197
other	b4	28	0.206
other	b4	29	0.219
other	b4	30	0.232
other	b4	31	0.241
other	b4	32	0.248
other	b4	33	0.259
other	b4	34	0.264
other	b4	35	0.268
other	b4	36	0.275
other	b4	37	0.284
other	b4	38	0.288
other	b4	39	0.3
other	b4	40	0.313
other	b4	41	0.324
other	b4	42	0.338
other	b4	43	0.349
other	b4	44	0.362
other	b4	45	0.371
other	b4	46	0.384
other	b4	47	0.396
other	b4	48	0.4
other	b4	49	0.416
other	b4	50	0.431
other	b4	51	0.449
other	b4	52	0.465
other	b4	53	0.474
other	b4	54	0.485
other	b4	55	0.498
other	b4	56	0.507
other	b4	57	0.521
other	b4	58	0.532
other	b4	59	0.548
other	b4	60	0.566
other	b4	61	0.577
other	b4	62	0.59
other	b4	63	0.61
other	b4	64	0.624
other	b4	65	0.639
other	b4	66	0.65
other	b4	67	0.657
other	b4	68	0.671
other	b4	69	0.675
other	b4	70	0.686
other	b4	71	0.695
other	b4	72	0.702
other	b4	73	0.709
other	b4	74	0.72
other	b4	75	0.726
other	b4	76	0.733
other	b4	77	0.744
other	b4	78	0.756
other	b4	79	0.764
other	b4	80	0.771
other	b4	81	0.778
other	b4	82	0.785
other	b4	83	0.791
other	b4	84	0.8
other	b4	85	0.809
other	b4	86	0.82
other	b4	87	0.832
other	b4	88	0.847
other	b4	89	0.858
other	b4	90	0.878
other	b4	91	0.899
other	b4	92	0.91
other	b4	93	0.93
other	b4	94	0.948
other	b4	95	0.961
other	b4	96	0.977
other	b4	97	0.986
other	b4	98	0.988
other	b4	99	0.988
other	b5	1	0.008
other	b5	2	0.011
other	b5	3	0.016
other	b5	4	0.021
other	b5	5	0.021
other	b5	6	0.026
other	b5	7	0.026
other	b5	8	0.032
other	b5	9	0.037
other	b5	10	0.042
other	b5	11	0.045
other	b5	12	0.045
other	b5	13	0.05
other	b5	14	0.061
other	b5	15	0.071
other	b5	16	0.077
other	b5	17	0.09
other	b5	18	0.095
other	b5	19	0.098
other	b5	20	0.106
other	b5	21	0.111
other	b5	22	0.127
other	b5	23	0.132
other	b5	24	0.135
other	b5	25	0.148
other	b5	26	0.164
other	b5	27	0.177
other	b5	28	0.188
other	b5	29	0.201
other	b5	30	0.214
other	b5	31	0.225
other	b5	32	0.228
other	b5	33	0.244
other	b5	34	0.251
other	b5	35	0.262
other	b5	36	0.267
other	b5	37	0.275
other	b5	38	0.281
other	b5	39	0.299
other	b5	40	0.312
other	b5	41	0.323
other	b5	42	0.331
other	b5	43	0.344
other	b5	44	0.349
other	b5	45	0.365
other	b5	46	0.381
other	b5	47	0.389
other	b5	48	0.402
other	b5	49	0.416
other	b5	50	0.424
other	b5	51	0.437
other	b5	52	0.45
other	b5	53	0.466
other	b5	54	0.479
other	b5	55	0.49
other	b5	56	0.5
other	b5	57	0.508
other	b5	58	0.519
other	b5	59	0.532
other	b5	60	0.543
other	b5	61	0.556
other	b5	62	0.564
other	b5	63	0.574
other	b5	64	0.59
other	b5	65	0.598
other	b5	66	0.619
other	b5	67	0.633
other	b5	68	0.643
other	b5	69	0.651
other	b5	70	0.667
other	b5	71	0.683
other	b5	72	0.691
other	b5	73	0.707
other	b5	74	0.715
other	b5	75	0.728
other	b5	76	0.739
other	b5	77	0.746
other	b5	78	0.752
other	b5	79	0.765
other	b5	80	0.776
other	b5	81	0.784
other	b5	82	0.797
other	b5	83	0.807
other	b5	84	0.81
other	b5	85	0.813
other	b5	86	0.821
other	b5	87	0.834
other	b5	88	0.855
other	b5	89	0.876
other	b5	90	0.889
other	b5	91	0.905
other	b5	92	0.924
other	b5	93	0.934
other	b5	94	0.95
other	b5	95	0.966
other	b5	96	0.974
other	b5	97	0.982
other	b5	98	0.99
other	b5	99	0.99
other	b6	1	0.021
other	b6	2	0.033
other	b6	3	0.046
other	b6	4	0.058
other	b6	5	0.063
other	b6	6	0.067
other	b6	7	0.067
other	b6	8	0.071
other	b6	9	0.084
other	b6	10	0.092
other	b6	11	0.096
other	b6	12	0.113
other	b6	13	0.117
other	b6	14	0.125
other	b6	15	0.125
other	b6	16	0.125
other	b6	17	0.142
other	b6	18	0.15
other	b6	19	0.159
other	b6	20	0.167
other	b6	21	0.171
other	b6	22	0.171
other	b6	23	0.18
other	b6	24	0.184
other	b6	25	0.184
other	b6	26	0.188
other	b6	27	0.192
other	b6	28	0.196
other	b6	29	0.2
other	b6	30	0.205
other	b6	31	0.205
other	b6	32	0.213
other	b6	33	0.217
other	b6	34	0.234
other	b6	35	0.242
other	b6	36	0.259
other	b6	37	0.259
other	b6	38	0.267
other	b6	39	0.271
other	b6	40	0.276
other	b6	41	0.288
other	b6	42	0.292
other	b6	43	0.305
other	b6	44	0.309
other	b6	45	0.309
other	b6	46	0.322
other	b6	47	0.33
other	b6	48	0.355
other	b6	49	0.359
other	b6	50	0.384
other	b6	51	0.388
other	b6	52	0.405
other	b6	53	0.418
other	b6	54	0.439
other	b6	55	0.464
other	b6	56	0.48
other	b6	57	0.493
other	b6	58	0.497
other	b6	59	0.51
other	b6	60	0.53
other	b6	61	0.543
other	b6	62	0.555
other	b6	63	0.572
other	b6	64	0.585
other	b6	65	0.597
other	b6	66	0.614
other	b6	67	0.631
other	b6	68	0.643
other	b6	69	0.668
other	b6	70	0.685
other	b6	71	0.697
other	b6	72	0.727
other	b6	73	0.739
other	b6	74	0.756
other	b6	75	0.764
other	b6	76	0.781
other	b6	77	0.785
other	b6	78	0.802
other	b6	79	0.81
other	b6	80	0.823
other	b6	81	0.835
other	b6	82	0.848
other	b6	83	0.856
other	b6	84	0.86
other	b6	85	0.865
other	b6	86	0.869
other	b6	87	0.877
other	b6	88	0.885
other	b6	89	0.89
other	b6	90	0.89
other	b6	91	0.902
other	b6	92	0.915
other	b6	93	0.915
other	b6	94	0.923
other	b6	95	0.936
other	b6	96	0.952
other	b6	97	0.973
other	b6	98	0.994
other	b6	99	0.994
other	none	1	0.034
other	none	2	0.051
other	none	3	0.067
other	none	4	0.085
other	none	5	0.101
other	none	6	0.107
other	none	7	0.116
other	none	8	0.125
other	none	9	0.132
other	none	10	0.134
other	none	11	0.145
other	none	12	0.152
other	none	13	0.156
other	none	14	0.161
other	none	15	0.165
other	none	16	0.177
other	none	17	0.186
other	none	18	0.197
other	none	19	0.206
other	none	20	0.212
other	none	21	0.221
other	none	22	0.226
other	none	23	0.235
other	none	24	0.25
other	none	25	0.264
other	none	26	0.275
other	none	27	0.284
other	none	28	0.288
other	none	29	0.295
other	none	30	0.297
other	none	31	0.304
other	none	32	0.311
other	none	33	0.326
other	none	34	0.335
other	none	35	0.342
other	none	36	0.353
other	none	37	0.367
other	none	38	0.38
other	none	39	0.389
other	none	40	0.389
other	none	41	0.4
other	none	42	0.411
other	none	43	0.416
other	none	44	0.434
other	none	45	0.445
other	none	46	0.447
other	none	47	0.456
other	none	48	0.469
other	none	49	0.474
other	none	50	0.485
other	none	51	0.49
other	none	52	0.498
other	none	53	0.507
other	none	54	0.516
other	none	55	0.519
other	none	56	0.532
other	none	57	0.545
other	none	58	0.557
other	none	59	0.568
other	none	60	0.577
other	none	61	0.583
other	none	62	0.597
other	none	63	0.608
other	none	64	0.615
other	none	65	0.621
other	none	66	0.626
other	none	67	0.63
other	none	68	0.642
other	none	69	0.653
other	none	70	0.659
other	none	71	0.662
other	none	72	0.68
other	none	73	0.686
other	none	74	0.697
other	none	75	0.704
other	none	76	0.709
other	none	77	0.713
other	none	78	0.726
other	none	79	0.74
other	none	80	0.744
other	none	81	0.751
other	none	82	0.758
other	none	83	0.764
other	none	84	0.773
other	none	85	0.782
other	none	86	0.791
other	none	87	0.802
other	none	88	0.807
other	none	89	0.816
other	none	90	0.823
other	none	91	0.827
other	none	92	0.832
other	none	93	0.843
other	none	94	0.849
other	none	95	0.856
other	none	96	0.861
other	none	97	0.867
other	none	98	0.874
other	none	99	0.874
a3	a1	1	0.001
a3	a1	2	0.003
a3	a1	3	0.007
a3	a1	4	0.014
a3	a1	5	0.02
a3	a1	6	0.029
a3	a1	7	0.037
a3	a1	8	0.045
a3	a1	9	0.053
a3	a1	10	0.063
a3	a1	11	0.073
a3	a1	12	0.086
a3	a1	13	0.095
a3	a1	14	0.107
a3	a1	15	0.117
a3	a1	16	0.128
a3	a1	17	0.141
a3	a1	18	0.152
a3	a1	19	0.166
a3	a1	20	0.179
a3	a1	21	0.184
a3	a1	22	0.196
a3	a1	23	0.208
a3	a1	24	0.221
a3	a1	25	0.229
a3	a1	26	0.239
a3	a1	27	0.248
a3	a1	28	0.258
a3	a1	29	0.267
a3	a1	30	0.279
a3	a1	31	0.286
a3	a1	32	0.294
a3	a1	33	0.302
a3	a1	34	0.311
a3	a1	35	0.317
a3	a1	36	0.327
a3	a1	37	0.337
a3	a1	38	0.348
a3	a1	39	0.358
a3	a1	40	0.369
a3	a1	41	0.38
a3	a1	42	0.39
a3	a1	43	0.393
a3	a1	44	0.4
a3	a1	45	0.407
a3	a1	46	0.417
a3	a1	47	0.43
a3	a1	48	0.443
a3	a1	49	0.453
a3	a1	50	0.463
a3	a1	51	0.472
a3	a1	52	0.48
a3	a1	53	0.489
a3	a1	54	0.495
a3	a1	55	0.505
a3	a1	56	0.514
a3	a1	57	0.527
a3	a1	58	0.537
a3	a1	59	0.547
a3	a1	60	0.556
a3	a1	61	0.568
a3	a1	62	0.58
a3	a1	63	0.593
a3	a1	64	0.605
a3	a1	65	0.615
a3	a1	66	0.626
a3	a1	67	0.638
a3	a1	68	0.648
a3	a1	69	0.658
a3	a1	70	0.668
a3	a1	71	0.675
a3	a1	72	0.684
a3	a1	73	0.693
a3	a1	74	0.7
a3	a1	75	0.709
a3	a1	76	0.718
a3	a1	77	0.728
a3	a1	78	0.737
a3	a1	79	0.749
a3	a1	80	0.755
a3	a1	81	0.768
a3	a1	82	0.777
a3	a1	83	0.786
a3	a1	84	0.794
