start_ss	ss	pos	val
a4/b5	b1	66	0.515
a4/b5	b1	67	0.529
a4/b5	b1	68	0.543
a4/b5	b1	69	0.558
a4/b5	b1	70	0.576
a4/b5	b1	71	0.596
a4/b5	b1	72	0.614
a4/b5	b1	73	0.628
a4/b5	b1	74	0.643
a4/b5	b1	75	0.659
a4/b5	b1	76	0.674
a4/b5	b1	77	0.689
a4/b5	b1	78	0.708
a4/b5	b1	79	0.732
a4/b5	b1	80	0.749
a4/b5	b1	81	0.767
a4/b5	b1	82	0.784
a4/b5	b1	83	0.805
a4/b5	b1	84	0.818
a4/b5	b1	85	0.835
a4/b5	b1	86	0.854
a4/b5	b1	87	0.873
a4/b5	b1	88	0.89
a4/b5	b1	89	0.904
a4/b5	b1	90	0.914
a4/b5	b1	91	0.926
a4/b5	b1	92	0.937
a4/b5	b1	93	0.948
a4/b5	b1	94	0.96
a4/b5	b1	95	0.971
a4/b5	b1	96	0.979
a4/b5	b1	97	0.986
a4/b5	b1	98	0.99
a4/b5	b1	99	0.99
a4/b5	b2	1	0.002
a4/b5	b2	2	0.004
a4/b5	b2	3	0.009
a4/b5	b2	4	0.024
a4/b5	b2	5	0.031
a4/b5	b2	6	0.042
a4/b5	b2	7	0.047
a4/b5	b2	8	0.053
a4/b5	b2	9	0.062
a4/b5	b2	10	0.071
a4/b5	b2	11	0.082
a4/b5	b2	12	0.093
a4/b5	b2	13	0.107
a4/b5	b2	14	0.127
a4/b5	b2	15	0.142
a4/b5	b2	16	0.151
a4/b5	b2	17	0.155
a4/b5	b2	18	0.16
a4/b5	b2	19	0.166
a4/b5	b2	20	0.18
a4/b5	b2	21	0.182
a4/b5	b2	22	0.182
a4/b5	b2	23	0.193
a4/b5	b2	24	0.2
a4/b5	b2	25	0.206
a4/b5	b2	26	0.218
a4/b5	b2	27	0.22
a4/b5	b2	28	0.231
a4/b5	b2	29	0.24
a4/b5	b2	30	0.249
a4/b5	b2	31	0.26
a4/b5	b2	32	0.264
a4/b5	b2	33	0.284
a4/b5	b2	34	0.295
a4/b5	b2	35	0.297
a4/b5	b2	36	0.302
a4/b5	b2	37	0.313
a4/b5	b2	38	0.324
a4/b5	b2	39	0.328
a4/b5	b2	40	0.335
a4/b5	b2	41	0.337
a4/b5	b2	42	0.337
a4/b5	b2	43	0.346
a4/b5	b2	44	0.351
a4/b5	b2	45	0.355
a4/b5	b2	46	0.364
a4/b5	b2	47	0.371
a4/b5	b2	48	0.384
a4/b5	b2	49	0.393
a4/b5	b2	50	0.406
a4/b5	b2	51	0.419
a4/b5	b2	52	0.426
a4/b5	b2	53	0.431
a4/b5	b2	54	0.444
a4/b5	b2	55	0.448
a4/b5	b2	56	0.453
a4/b5	b2	57	0.459
a4/b5	b2	58	0.464
a4/b5	b2	59	0.471
a4/b5	b2	60	0.477
a4/b5	b2	61	0.479
a4/b5	b2	62	0.491
a4/b5	b2	63	0.493
a4/b5	b2	64	0.499
a4/b5	b2	65	0.508
a4/b5	b2	66	0.51
a4/b5	b2	67	0.515
a4/b5	b2	68	0.519
a4/b5	b2	69	0.533
a4/b5	b2	70	0.539
a4/b5	b2	71	0.546
a4/b5	b2	72	0.555
a4/b5	b2	73	0.568
a4/b5	b2	74	0.577
a4/b5	b2	75	0.59
a4/b5	b2	76	0.595
a4/b5	b2	77	0.608
a4/b5	b2	78	0.626
a4/b5	b2	79	0.637
a4/b5	b2	80	0.644
a4/b5	b2	81	0.655
a4/b5	b2	82	0.67
a4/b5	b2	83	0.688
a4/b5	b2	84	0.706
a4/b5	b2	85	0.719
a4/b5	b2	86	0.728
a4/b5	b2	87	0.739
a4/b5	b2	88	0.757
a4/b5	b2	89	0.768
a4/b5	b2	90	0.783
a4/b5	b2	91	0.806
a4/b5	b2	92	0.821
a4/b5	b2	93	0.85
a4/b5	b2	94	0.879
a4/b5	b2	95	0.91
a4/b5	b2	96	0.943
a4/b5	b2	97	0.972
a4/b5	b2	98	1.001
a4/b5	b2	99	1.001
a4/b5	b3	1	0.002
a4/b5	b3	2	0.003
a4/b5	b3	3	0.003
a4/b5	b3	4	0.005
a4/b5	b3	5	0.01
a4/b5	b3	6	0.013
a4/b5	b3	7	0.023
a4/b5	b3	8	0.026
a4/b5	b3	9	0.031
a4/b5	b3	10	0.038
a4/b5	b3	11	0.042
a4/b5	b3	12	0.047
a4/b5	b3	13	0.052
a4/b5	b3	14	0.06
a4/b5	b3	15	0.072
a4/b5	b3	16	0.08
a4/b5	b3	17	0.093
a4/b5	b3	18	0.109
a4/b5	b3	19	0.118
a4/b5	b3	20	0.126
a4/b5	b3	21	0.139
a4/b5	b3	22	0.147
a4/b5	b3	23	0.155
a4/b5	b3	24	0.16
a4/b5	b3	25	0.172
a4/b5	b3	26	0.176
a4/b5	b3	27	0.181
a4/b5	b3	28	0.188
a4/b5	b3	29	0.193
a4/b5	b3	30	0.199
a4/b5	b3	31	0.211
a4/b5	b3	32	0.219
a4/b5	b3	33	0.226
a4/b5	b3	34	0.232
a4/b5	b3	35	0.242
a4/b5	b3	36	0.257
a4/b5	b3	37	0.263
a4/b5	b3	38	0.268
a4/b5	b3	39	0.279
a4/b5	b3	40	0.288
a4/b5	b3	41	0.296
a4/b5	b3	42	0.302
a4/b5	b3	43	0.312
a4/b5	b3	44	0.319
a4/b5	b3	45	0.322
a4/b5	b3	46	0.33
a4/b5	b3	47	0.337
a4/b5	b3	48	0.343
a4/b5	b3	49	0.346
a4/b5	b3	50	0.355
a4/b5	b3	51	0.364
a4/b5	b3	52	0.368
a4/b5	b3	53	0.373
a4/b5	b3	54	0.384
a4/b5	b3	55	0.391
a4/b5	b3	56	0.404
a4/b5	b3	57	0.413
a4/b5	b3	58	0.422
a4/b5	b3	59	0.435
a4/b5	b3	60	0.443
a4/b5	b3	61	0.451
a4/b5	b3	62	0.459
a4/b5	b3	63	0.471
a4/b5	b3	64	0.474
a4/b5	b3	65	0.489
a4/b5	b3	66	0.502
a4/b5	b3	67	0.518
a4/b5	b3	68	0.526
a4/b5	b3	69	0.538
a4/b5	b3	70	0.547
a4/b5	b3	71	0.564
a4/b5	b3	72	0.574
a4/b5	b3	73	0.587
a4/b5	b3	74	0.603
a4/b5	b3	75	0.614
a4/b5	b3	76	0.629
a4/b5	b3	77	0.647
a4/b5	b3	78	0.667
a4/b5	b3	79	0.685
a4/b5	b3	80	0.706
a4/b5	b3	81	0.727
a4/b5	b3	82	0.75
a4/b5	b3	83	0.773
a4/b5	b3	84	0.786
a4/b5	b3	85	0.802
a4/b5	b3	86	0.822
a4/b5	b3	87	0.837
a4/b5	b3	88	0.846
a4/b5	b3	89	0.864
a4/b5	b3	90	0.881
a4/b5	b3	91	0.894
a4/b5	b3	92	0.91
a4/b5	b3	93	0.925
a4/b5	b3	94	0.938
a4/b5	b3	95	0.948
a4/b5	b3	96	0.961
a4/b5	b3	97	0.98
a4/b5	b3	98	1.005
a4/b5	b3	99	1.005
a4/b5	b4	1	0.011
a4/b5	b4	2	0.023
a4/b5	b4	3	0.028
a4/b5	b4	4	0.034
a4/b5	b4	5	0.042
a4/b5	b4	6	0.053
a4/b5	b4	7	0.062
a4/b5	b4	8	0.064
a4/b5	b4	9	0.074
a4/b5	b4	10	0.078
a4/b5	b4	11	0.082
a4/b5	b4	12	0.094
a4/b5	b4	13	0.099
a4/b5	b4	14	0.104
a4/b5	b4	15	0.11
a4/b5	b4	16	0.12
a4/b5	b4	17	0.131
a4/b5	b4	18	0.135
a4/b5	b4	19	0.145
a4/b5	b4	20	0.156
a4/b5	b4	21	0.167
a4/b5	b4	22	0.178
a4/b5	b4	23	0.19
a4/b5	b4	24	0.196
a4/b5	b4	25	0.203
a4/b5	b4	26	0.213
a4/b5	b4	27	0.222
a4/b5	b4	28	0.23
a4/b5	b4	29	0.237
a4/b5	b4	30	0.243
a4/b5	b4	31	0.252
a4/b5	b4	32	0.265
a4/b5	b4	33	0.274
a4/b5	b4	34	0.285
a4/b5	b4	35	0.298
a4/b5	b4	36	0.305
a4/b5	b4	37	0.314
a4/b5	b4	38	0.322
a4/b5	b4	39	0.335
a4/b5	b4	40	0.346
a4/b5	b4	41	0.353
a4/b5	b4	42	0.366
a4/b5	b4	43	0.375
a4/b5	b4	44	0.386
a4/b5	b4	45	0.403
a4/b5	b4	46	0.411
a4/b5	b4	47	0.423
a4/b5	b4	48	0.429
a4/b5	b4	49	0.441
a4/b5	b4	50	0.451
a4/b5	b4	51	0.462
a4/b5	b4	52	0.475
a4/b5	b4	53	0.485
a4/b5	b4	54	0.495
a4/b5	b4	55	0.504
a4/b5	b4	56	0.522
a4/b5	b4	57	0.534
a4/b5	b4	58	0.55
a4/b5	b4	59	0.561
a4/b5	b4	60	0.575
a4/b5	b4	61	0.59
a4/b5	b4	62	0.613
a4/b5	b4	63	0.623
a4/b5	b4	64	0.638
a4/b5	b4	65	0.653
a4/b5	b4	66	0.668
a4/b5	b4	67	0.681
a4/b5	b4	68	0.694
a4/b5	b4	69	0.709
a4/b5	b4	70	0.722
a4/b5	b4	71	0.734
a4/b5	b4	72	0.746
a4/b5	b4	73	0.756
a4/b5	b4	74	0.766
a4/b5	b4	75	0.779
a4/b5	b4	76	0.791
a4/b5	b4	77	0.798
a4/b5	b4	78	0.805
a4/b5	b4	79	0.812
a4/b5	b4	80	0.823
a4/b5	b4	81	0.836
a4/b5	b4	82	0.844
a4/b5	b4	83	0.856
a4/b5	b4	84	0.87
a4/b5	b4	85	0.881
a4/b5	b4	86	0.892
a4/b5	b4	87	0.9
a4/b5	b4	88	0.909
a4/b5	b4	89	0.918
a4/b5	b4	90	0.929
a4/b5	b4	91	0.939
a4/b5	b4	92	0.945
a4/b5	b4	93	0.953
a4/b5	b4	94	0.962
a4/b5	b4	95	0.971
a4/b5	b4	96	0.978
a4/b5	b4	97	0.982
a4/b5	b4	98	0.988
a4/b5	b4	99	0.988
a4/b5	b5	1	0.041
a4/b5	b5	2	0.058
a4/b5	b5	3	0.079
a4/b5	b5	4	0.099
a4/b5	b5	5	0.109
a4/b5	b5	6	0.117
a4/b5	b5	7	0.126
a4/b5	b5	8	0.14
a4/b5	b5	9	0.145
a4/b5	b5	10	0.156
a4/b5	b5	11	0.168
a4/b5	b5	12	0.171
a4/b5	b5	13	0.182
a4/b5	b5	14	0.19
a4/b5	b5	15	0.195
a4/b5	b5	16	0.203
a4/b5	b5	17	0.21
a4/b5	b5	18	0.222
a4/b5	b5	19	0.228
a4/b5	b5	20	0.236
a4/b5	b5	21	0.245
a4/b5	b5	22	0.252
a4/b5	b5	23	0.258
a4/b5	b5	24	0.267
a4/b5	b5	25	0.283
a4/b5	b5	26	0.29
a4/b5	b5	27	0.301
a4/b5	b5	28	0.308
a4/b5	b5	29	0.323
a4/b5	b5	30	0.335
a4/b5	b5	31	0.347
a4/b5	b5	32	0.358
a4/b5	b5	33	0.363
a4/b5	b5	34	0.375
a4/b5	b5	35	0.39
a4/b5	b5	36	0.405
a4/b5	b5	37	0.417
a4/b5	b5	38	0.427
a4/b5	b5	39	0.437
a4/b5	b5	40	0.45
a4/b5	b5	41	0.463
a4/b5	b5	42	0.474
a4/b5	b5	43	0.49
a4/b5	b5	44	0.505
a4/b5	b5	45	0.517
a4/b5	b5	46	0.531
a4/b5	b5	47	0.542
a4/b5	b5	48	0.556
a4/b5	b5	49	0.571
a4/b5	b5	50	0.577
a4/b5	b5	51	0.589
a4/b5	b5	52	0.6
a4/b5	b5	53	0.608
a4/b5	b5	54	0.617
a4/b5	b5	55	0.628
a4/b5	b5	56	0.638
a4/b5	b5	57	0.645
a4/b5	b5	58	0.654
a4/b5	b5	59	0.661
a4/b5	b5	60	0.674
a4/b5	b5	61	0.688
a4/b5	b5	62	0.701
a4/b5	b5	63	0.706
a4/b5	b5	64	0.717
a4/b5	b5	65	0.73
a4/b5	b5	66	0.738
a4/b5	b5	67	0.747
a4/b5	b5	68	0.758
a4/b5	b5	69	0.768
a4/b5	b5	70	0.778
a4/b5	b5	71	0.786
a4/b5	b5	72	0.795
a4/b5	b5	73	0.807
a4/b5	b5	74	0.817
a4/b5	b5	75	0.824
a4/b5	b5	76	0.834
a4/b5	b5	77	0.844
a4/b5	b5	78	0.852
a4/b5	b5	79	0.856
a4/b5	b5	80	0.865
a4/b5	b5	81	0.87
a4/b5	b5	82	0.879
a4/b5	b5	83	0.884
a4/b5	b5	84	0.893
a4/b5	b5	85	0.898
a4/b5	b5	86	0.907
a4/b5	b5	87	0.915
a4/b5	b5	88	0.921
a4/b5	b5	89	0.931
a4/b5	b5	90	0.941
a4/b5	b5	91	0.948
a4/b5	b5	92	0.959
a4/b5	b5	93	0.965
a4/b5	b5	94	0.968
a4/b5	b5	95	0.977
a4/b5	b5	96	0.981
a4/b5	b5	97	0.986
a4/b5	b5	98	0.99
a4/b5	b5	99	0.99
a4/b5	b6	1	0.017
a4/b5	b6	2	0.021
a4/b5	b6	3	0.031
a4/b5	b6	4	0.035
a4/b5	b6	5	0.045
a4/b5	b6	6	0.048
a4/b5	b6	7	0.055
a4/b5	b6	8	0.062
a4/b5	b6	9	0.074
a4/b5	b6	10	0.087
a4/b5	b6	11	0.097
a4/b5	b6	12	0.109
a4/b5	b6	13	0.118
a4/b5	b6	14	0.132
a4/b5	b6	15	0.151
a4/b5	b6	16	0.161
a4/b5	b6	17	0.17
a4/b5	b6	18	0.187
a4/b5	b6	19	0.199
a4/b5	b6	20	0.201
a4/b5	b6	21	0.203
a4/b5	b6	22	0.213
a4/b5	b6	23	0.225
a4/b5	b6	24	0.239
a4/b5	b6	25	0.248
a4/b5	b6	26	0.267
a4/b5	b6	27	0.281
a4/b5	b6	28	0.291
a4/b5	b6	29	0.308
a4/b5	b6	30	0.32
a4/b5	b6	31	0.336
a4/b5	b6	32	0.346
a4/b5	b6	33	0.362
a4/b5	b6	34	0.374
a4/b5	b6	35	0.393
a4/b5	b6	36	0.403
a4/b5	b6	37	0.419
a4/b5	b6	38	0.433
a4/b5	b6	39	0.445
a4/b5	b6	40	0.454
a4/b5	b6	41	0.468
a4/b5	b6	42	0.473
a4/b5	b6	43	0.485
a4/b5	b6	44	0.504
a4/b5	b6	45	0.513
a4/b5	b6	46	0.52
a4/b5	b6	47	0.532
a4/b5	b6	48	0.542
a4/b5	b6	49	0.558
a4/b5	b6	50	0.57
a4/b5	b6	51	0.577
a4/b5	b6	52	0.585
a4/b5	b6	53	0.599
a4/b5	b6	54	0.611
a4/b5	b6	55	0.622
a4/b5	b6	56	0.637
a4/b5	b6	57	0.651
a4/b5	b6	58	0.667
a4/b5	b6	59	0.675
a4/b5	b6	60	0.684
a4/b5	b6	61	0.693
a4/b5	b6	62	0.701
a4/b5	b6	63	0.708
a4/b5	b6	64	0.715
a4/b5	b6	65	0.724
a4/b5	b6	66	0.734
a4/b5	b6	67	0.745
a4/b5	b6	68	0.752
a4/b5	b6	69	0.762
a4/b5	b6	70	0.772
a4/b5	b6	71	0.779
a4/b5	b6	72	0.788
a4/b5	b6	73	0.79
a4/b5	b6	74	0.804
a4/b5	b6	75	0.812
a4/b5	b6	76	0.823
a4/b5	b6	77	0.833
a4/b5	b6	78	0.842
a4/b5	b6	79	0.849
a4/b5	b6	80	0.859
a4/b5	b6	81	0.868
a4/b5	b6	82	0.876
a4/b5	b6	83	0.88
a4/b5	b6	84	0.88
a4/b5	b6	85	0.883
a4/b5	b6	86	0.89
a4/b5	b6	87	0.9
a4/b5	b6	88	0.906
a4/b5	b6	89	0.914
a4/b5	b6	90	0.92
a4/b5	b6	91	0.926
a4/b5	b6	92	0.935
a4/b5	b6	93	0.942
a4/b5	b6	94	0.951
a4/b5	b6	95	0.959
a4/b5	b6	96	0.966
a4/b5	b6	97	0.982
a4/b5	b6	98	0.994
a4/b5	b6	99	0.994
a4/b5	none	1	0.047
a4/b5	none	2	0.07
a4/b5	none	3	0.085
a4/b5	none	4	0.103
a4/b5	none	5	0.117
a4/b5	none	6	0.133
a4/b5	none	7	0.145
a4/b5	none	8	0.158
a4/b5	none	9	0.17
a4/b5	none	10	0.18
a4/b5	none	11	0.189
a4/b5	none	12	0.198
a4/b5	none	13	0.205
a4/b5	none	14	0.213
a4/b5	none	15	0.224
a4/b5	none	16	0.235
a4/b5	none	17	0.243
a4/b5	none	18	0.257
a4/b5	none	19	0.27
a4/b5	none	20	0.28
a4/b5	none	21	0.292
a4/b5	none	22	0.303
a4/b5	none	23	0.31
a4/b5	none	24	0.322
a4/b5	none	25	0.328
a4/b5	none	26	0.335
a4/b5	none	27	0.343
a4/b5	none	28	0.354
a4/b5	none	29	0.363
a4/b5	none	30	0.373
a4/b5	none	31	0.378
a4/b5	none	32	0.392
a4/b5	none	33	0.402
a4/b5	none	34	0.412
a4/b5	none	35	0.42
a4/b5	none	36	0.427
a4/b5	none	37	0.433
a4/b5	none	38	0.444
a4/b5	none	39	0.454
a4/b5	none	40	0.465
a4/b5	none	41	0.475
a4/b5	none	42	0.483
a4/b5	none	43	0.489
a4/b5	none	44	0.494
a4/b5	none	45	0.504
a4/b5	none	46	0.517
a4/b5	none	47	0.526
a4/b5	none	48	0.536
a4/b5	none	49	0.542
a4/b5	none	50	0.554
a4/b5	none	51	0.562
a4/b5	none	52	0.571
a4/b5	none	53	0.582
a4/b5	none	54	0.589
a4/b5	none	55	0.598
a4/b5	none	56	0.603
a4/b5	none	57	0.614
a4/b5	none	58	0.62
a4/b5	none	59	0.627
a4/b5	none	60	0.632
a4/b5	none	61	0.643
a4/b5	none	62	0.649
a4/b5	none	63	0.657
a4/b5	none	64	0.664
a4/b5	none	65	0.666
a4/b5	none	66	0.675
a4/b5	none	67	0.682
a4/b5	none	68	0.692
a4/b5	none	69	0.697
a4/b5	none	70	0.703
a4/b5	none	71	0.712
a4/b5	none	72	0.719
a4/b5	none	73	0.727
a4/b5	none	74	0.729
a4/b5	none	75	0.735
a4/b5	none	76	0.743
a4/b5	none	77	0.751
a4/b5	none	78	0.754
a4/b5	none	79	0.764
a4/b5	none	80	0.773
a4/b5	none	81	0.779
a4/b5	none	82	0.784
a4/b5	none	83	0.788
a4/b5	none	84	0.794
a4/b5	none	85	0.801
a4/b5	none	86	0.806
a4/b5	none	87	0.809
a4/b5	none	88	0.817
a4/b5	none	89	0.821
a4/b5	none	90	0.829
a4/b5	none	91	0.833
a4/b5	none	92	0.837
a4/b5	none	93	0.842
a4/b5	none	94	0.849
a4/b5	none	95	0.854
a4/b5	none	96	0.862
a4/b5	none	97	0.87
a4/b5	none	98	0.874
a4/b5	none	99	0.874
