not	aln
0.7738844827586205	0.08538906250000003
1.0301698113207547	0.48625234374999987
0.553114285714286	0.10985234375000004
0.7128345454545455	0.3740765625000001
0.243270909090909	0.07285703125000002
0.48523124999999995	0.08858437499999997
0.7785913043478262	0.07075937500000004
0.4809703296703295	0.07029921874999998
0.6148241379310346	0.06206953125000002
0.7381604938271604	0.2789929687499999
0.4987333333333332	0.07320546874999997
1.2673915492957746	0.67582109375
0.6545518867924529	0.19708515624999992
0.8539076086956519	0.07724453124999996
0.46544062500000033	0.09350312500000003
2.0085865853658547	0.4987023437500001
