true	pred
0.6470588235294118	0.37180226678230893
0.41818181818181815	0.33083279310932023
0.24561403508771928	0.35043168521921153
0.9384615384615385	0.4782441419667056
0.3142857142857143	0.30433434432096723
0.4925373134328358	0.3432960577690171
0.37777777777777777	0.3877370199397184
0.66	0.34898037459248044
0.2	0.4478830826424513
0.24489795918367346	0.32096865706037464
0.5230769230769231	0.3210588706622982
0.5	0.4414513071096863
0.5098039215686274	0.4872934408469991
0.27586206896551724	0.3241046917989814
0.2978723404255319	0.30587811279187815
0.3484848484848485	0.4924724585352454
